vertrag_id,policennummer_anzeige,produkt_id,sparte,tarifgeneration_id,markt,waehrung,versicherungsnehmer_id,vermittler_id,kanal,sachbearbeiter_id,antrag_id,beginn,ablauf,laufzeit_jahre,hauptfaelligkeit,zahlungsweise,zahlungsart,jahrespraemie_netto,jahrespraemie_brutto,einmalpraemie,versicherungssumme,status,status_seit,storno_datum,storno_grund_code,kuendigungsfrist_monate,naechste_kuendigungsmoeglichkeit,risikoklasse_uw,mahnstufe_aktuell,herkunft,quellsystem,migriert_am,erstellt_am,bemerkung
VTR-00002399,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000092,VRM-00014,direkt,MIT-00008,ANT-00002399,2025-11-01,,,2025-11-01,JAEHRLICH,EBILL,114.4,120.12,,5000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,MINT,,2025-10-23,
VTR-00002400,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000556,VRM-00015,direkt,MIT-00008,ANT-00002400,2025-10-01,,,2025-10-01,JAEHRLICH,RECHNUNG,93.8,98.49,,5000000.0,AKTIV,2025-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,MINT,,2025-09-28,
VTR-00002401,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000810,VRM-00014,direkt,MIT-00008,ANT-00002401,2016-09-01,,,2016-09-01,JAEHRLICH,LASTSCHRIFT,103.5,108.68,,5000000.0,GEKUENDIGT_VN,2022-01-01,2022-01-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-08-08,
VTR-00002402,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000604,VRM-00039,agentur,MIT-00008,ANT-00002402,2015-06-01,,,2015-06-01,JAEHRLICH,RECHNUNG,94.3,99.01,,5000000.0,AKTIV,2015-06-01,,,3.0,2026-06-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-04-28,
VTR-00002403,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000144,VRM-00014,direkt,MIT-00008,ANT-00002403,2020-05-01,,,2020-05-01,JAEHRLICH,RECHNUNG,140.05,147.05,,5000000.0,AKTIV,2020-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-04-25,
VTR-00002404,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000455,VRM-00028,direkt,MIT-00008,ANT-00002404,2023-02-01,,,2023-02-01,JAEHRLICH,LASTSCHRIFT,60.83,72.39,,20000000.0,GEKUENDIGT_VN,2024-10-01,2024-10-01,K01,3.0,,NORMAL,0,minzia,MINT,,2023-01-29,
VTR-00002405,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000570,VRM-00001,direkt,MIT-00044,ANT-00002405,2022-06-01,,,2022-06-01,JAEHRLICH,LASTSCHRIFT,48.43,57.63,,50000000.0,AKTIV,2022-06-01,,,3.0,2026-06-01,NORMAL,0,minzia,MINT,,2022-05-20,
VTR-00002406,,HP-PRIV,HP,HP-KLASSIK,CH,CHF,PTR-00000354,VRM-00014,direkt,MIT-00008,ANT-00002406,2002-10-01,,,2002-10-01,JAEHRLICH,RECHNUNG,123.85,130.04,,5000000.0,GEKUENDIGT_VN,2005-08-01,2005-08-01,K03,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2002-09-20,
VTR-00002407,,HP-PRIV,HP,HP-KLASSIK,DE,EUR,PTR-00000890,VRM-00009,direkt,MIT-00008,ANT-00002407,2006-04-01,,,2006-04-01,HALBJAEHRLICH,RECHNUNG,37.73,44.9,,5000000.0,GEKUENDIGT_VN,2012-08-01,2012-08-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2006-03-14,
VTR-00002408,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000708,VRM-00003,direkt,MIT-00044,ANT-00002408,2022-12-01,,,2022-12-01,JAEHRLICH,LASTSCHRIFT,68.64,81.68,,10000000.0,AKTIV,2022-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2022-11-22,
VTR-00002409,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000385,VRM-00005,agentur,MIT-00008,ANT-00002409,2018-12-01,,,2018-12-01,JAEHRLICH,LASTSCHRIFT,162.7,170.83,,10000000.0,GEKUENDIGT_VN,2023-09-01,2023-09-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-10-29,
VTR-00002410,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000549,VRM-00012,agentur,MIT-00008,ANT-00002410,2019-11-01,,,2019-11-01,JAEHRLICH,RECHNUNG,160.85,168.89,,5000000.0,AKTIV,2019-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-10-01,
VTR-00002411,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000887,VRM-00030,bank,MIT-00008,ANT-00002411,2025-09-01,,,2025-09-01,JAEHRLICH,RECHNUNG,64.24,76.45,,10000000.0,AKTIV,2025-09-01,,,3.0,2026-09-01,NORMAL,0,pfefferminz,MINT,,2025-08-18,
VTR-00002412,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000995,VRM-00019,direkt,MIT-00008,ANT-00002412,2015-02-01,,,2015-02-01,JAEHRLICH,RECHNUNG,235.13,279.8,,10000000.0,GEKUENDIGT_VN,2024-07-01,2024-07-01,K06,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-01-20,
VTR-00002413,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000753,VRM-00039,agentur,MIT-00008,ANT-00002413,2016-09-01,,,2016-09-01,JAEHRLICH,RECHNUNG,270.25,283.76,,10000000.0,AKTIV,2016-09-01,,,3.0,2026-09-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-08-10,
VTR-00002414,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000325,VRM-00028,direkt,MIT-00019,ANT-00002414,2023-06-01,,,2023-06-01,JAEHRLICH,LASTSCHRIFT,45.0,53.55,,5000000.0,AKTIV,2023-06-01,,,3.0,2026-06-01,NORMAL,0,minzia,MINT,,2023-05-10,
VTR-00002415,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000021,VRM-00029,direkt,MIT-00008,ANT-00002415,2022-05-01,,,2022-05-01,HALBJAEHRLICH,LASTSCHRIFT,53.86,64.09,,10000000.0,AKTIV,2022-05-01,,,3.0,2026-05-01,NORMAL,0,minzia,MINT,,2022-03-25,
VTR-00002416,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000135,VRM-00019,direkt,MIT-00019,ANT-00002416,2022-07-01,,,2022-07-01,JAEHRLICH,KREDITKARTE,65.19,77.58,,50000000.0,AKTIV,2022-07-01,,,3.0,2026-07-01,NORMAL,0,minzia,MINT,,2022-05-31,
VTR-00002417,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000632,VRM-00013,direkt,MIT-00019,ANT-00002417,2025-02-01,,,2025-02-01,VIERTELJAEHRLICH,RECHNUNG,123.95,147.5,,10000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-01,
VTR-00002418,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000340,VRM-00012,agentur,MIT-00008,ANT-00002418,2016-10-01,,,2016-10-01,VIERTELJAEHRLICH,RECHNUNG,184.6,193.83,,10000000.0,GEKUENDIGT_VN,2021-10-01,2021-10-01,K17,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-09-09,
VTR-00002419,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000163,VRM-00029,direkt,MIT-00008,ANT-00002419,2022-01-01,,,2022-01-01,JAEHRLICH,LASTSCHRIFT,77.86,92.65,,50000000.0,AKTIV,2022-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2021-12-06,
VTR-00002420,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000435,VRM-00028,direkt,MIT-00044,ANT-00002420,2020-02-01,,,2020-02-01,JAEHRLICH,LASTSCHRIFT,45.41,54.04,,10000000.0,STORNIERT,2023-10-01,2023-10-01,K07,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-01-02,
VTR-00002421,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000287,VRM-00012,bank,MIT-00008,ANT-00002421,2014-03-01,,,2014-03-01,JAEHRLICH,RECHNUNG,215.75,226.54,,10000000.0,GEKUENDIGT_VN,2023-08-01,2023-08-01,K17,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-02-26,
VTR-00002422,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000106,VRM-00037,makler,MIT-00008,ANT-00002422,2018-02-01,,,2018-02-01,VIERTELJAEHRLICH,RECHNUNG,68.28,81.25,,5000000.0,GEKUENDIGT_VN,2019-07-01,2019-07-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-01-30,
VTR-00002423,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000847,VRM-00029,direkt,MIT-00044,ANT-00002423,2020-10-01,,,2020-10-01,JAEHRLICH,LASTSCHRIFT,96.61,114.97,,10000000.0,GEKUENDIGT_VN,2021-03-01,2021-03-01,K17,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-08-27,
VTR-00002424,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000423,VRM-00019,direkt,MIT-00019,ANT-00002424,2022-08-01,,,2022-08-01,JAEHRLICH,LASTSCHRIFT,103.8,123.52,,20000000.0,AKTIV,2022-08-01,,,3.0,2026-08-01,NORMAL,0,minzia,MINT,,2022-07-28,
VTR-00002425,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000582,VRM-00013,direkt,MIT-00044,ANT-00002425,2021-12-01,,,2021-12-01,JAEHRLICH,LASTSCHRIFT,41.4,49.27,,10000000.0,AKTIV,2021-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2021-10-23,
VTR-00002426,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000640,VRM-00014,direkt,MIT-00008,ANT-00002426,2025-01-01,,,2025-01-01,JAEHRLICH,LASTSCHRIFT,159.45,167.42,,10000000.0,AKTIV,2025-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2024-12-08,
VTR-00002427,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000499,VRM-00014,direkt,MIT-00008,ANT-00002427,2025-12-01,,,2025-12-01,JAEHRLICH,EBILL,107.35,112.72,,10000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,MINT,,2025-11-27,
VTR-00002428,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000279,VRM-00039,agentur,MIT-00008,ANT-00002428,2025-02-01,,,2025-02-01,JAEHRLICH,LASTSCHRIFT,113.9,119.6,,5000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-08,
VTR-00002429,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000209,VRM-00012,agentur,MIT-00008,ANT-00002429,2025-12-01,,,2025-12-01,HALBJAEHRLICH,LASTSCHRIFT,119.85,125.84,,10000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,MINT,,2025-11-26,
VTR-00002430,,HP-PRIV,HP,HP-KLASSIK,DE,EUR,PTR-00000274,VRM-00034,makler,MIT-00008,ANT-00002430,2011-01-01,,,2011-01-01,JAEHRLICH,RECHNUNG,61.02,72.61,,5000000.0,GEKUENDIGT_VU,2012-01-01,2012-01-01,K10,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2010-12-07,
VTR-00002431,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000251,VRM-00034,makler,MIT-00019,ANT-00002431,2020-12-01,,,2020-12-01,VIERTELJAEHRLICH,LASTSCHRIFT,105.34,125.35,,5000000.0,AKTIV,2020-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-11-16,
VTR-00002432,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000421,VRM-00028,direkt,MIT-00008,ANT-00002432,2022-01-01,,,2022-01-01,JAEHRLICH,LASTSCHRIFT,56.32,67.02,,20000000.0,AKTIV,2022-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2021-12-20,
VTR-00002433,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000024,VRM-00028,direkt,MIT-00008,ANT-00002433,2023-11-01,,,2023-11-01,JAEHRLICH,KREDITKARTE,60.86,72.42,,5000000.0,AKTIV,2023-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2023-09-26,
VTR-00002434,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000032,VRM-00014,direkt,MIT-00008,ANT-00002434,2019-10-01,,,2019-10-01,JAEHRLICH,RECHNUNG,179.8,188.79,,10000000.0,AKTIV,2019-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-09-11,
VTR-00002435,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000930,VRM-00025,makler,MIT-00008,ANT-00002435,2025-02-01,,,2025-02-01,JAEHRLICH,RECHNUNG,99.05,104.0,,5000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-16,
VTR-00002436,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000464,VRM-00004,agentur,MIT-00008,ANT-00002436,2013-05-01,,,2013-05-01,JAEHRLICH,LASTSCHRIFT,178.95,187.9,,10000000.0,GEKUENDIGT_VN,2017-03-01,2017-03-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-04-17,
VTR-00002437,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000654,VRM-00015,direkt,MIT-00008,ANT-00002437,2025-10-01,,,2025-10-01,VIERTELJAEHRLICH,LASTSCHRIFT,108.7,114.14,,5000000.0,AKTIV,2025-10-01,,,3.0,2026-10-01,NORMAL,0,minzia,MINT,,2025-09-29,
VTR-00002438,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000684,VRM-00010,makler,MIT-00019,ANT-00002438,2025-11-01,,,2025-11-01,JAEHRLICH,RECHNUNG,62.2,74.02,,50000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,MINT,,2025-10-23,
VTR-00002439,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000443,VRM-00017,direkt,MIT-00008,ANT-00002439,2025-02-01,,,2025-02-01,JAEHRLICH,LASTSCHRIFT,113.65,119.33,,5000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-06,
VTR-00002440,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000992,VRM-00015,direkt,MIT-00008,ANT-00002440,2020-06-01,,,2020-06-01,JAEHRLICH,RECHNUNG,162.3,170.42,,10000000.0,GEKUENDIGT_VU,2023-06-01,2023-06-01,K10,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-05-21,
VTR-00002441,,HP-PRIV,HP,HP-KLASSIK,DE,EUR,PTR-00000632,VRM-00028,direkt,MIT-00008,ANT-00002441,2005-11-01,,,2005-11-01,JAEHRLICH,EBILL,60.09,71.51,,5000000.0,GEKUENDIGT_VN,2012-07-01,2012-07-01,K09,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2005-10-30,
VTR-00002442,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000337,VRM-00014,bank,MIT-00008,ANT-00002442,2025-02-01,,,2025-02-01,VIERTELJAEHRLICH,RECHNUNG,191.8,201.39,,10000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2024-12-28,
VTR-00002443,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000979,VRM-00013,direkt,MIT-00019,ANT-00002443,2023-03-01,,,2023-03-01,HALBJAEHRLICH,LASTSCHRIFT,71.01,84.5,,10000000.0,AKTIV,2023-03-01,,,3.0,2026-03-01,NORMAL,0,minzia,MINT,,2023-02-06,
VTR-00002444,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000091,VRM-00003,direkt,MIT-00008,ANT-00002444,2023-12-01,,,2023-12-01,JAEHRLICH,KREDITKARTE,101.38,120.64,,50000000.0,GEKUENDIGT_VN,2024-10-01,2024-10-01,K06,3.0,,NORMAL,0,minzia,MINT,,2023-11-12,
VTR-00002445,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000833,VRM-00013,direkt,MIT-00044,ANT-00002445,2019-02-01,,,2019-02-01,VIERTELJAEHRLICH,RECHNUNG,59.65,70.98,,20000000.0,AKTIV,2019-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-01-18,
VTR-00002446,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000840,VRM-00028,direkt,MIT-00019,ANT-00002446,2025-12-01,,,2025-12-01,JAEHRLICH,LASTSCHRIFT,68.94,82.04,,50000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2025-11-17,
VTR-00002447,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000660,VRM-00019,direkt,MIT-00008,ANT-00002447,2021-12-01,,,2021-12-01,HALBJAEHRLICH,LASTSCHRIFT,45.0,53.55,,5000000.0,AKTIV,2021-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2021-10-27,
VTR-00002448,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000965,VRM-00017,direkt,MIT-00008,ANT-00002448,2015-07-01,,,2015-07-01,JAEHRLICH,RECHNUNG,134.4,141.12,,5000000.0,GEKUENDIGT_VN,2018-12-01,2018-12-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-06-10,
VTR-00002449,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000421,VRM-00003,direkt,MIT-00044,ANT-00002449,2023-11-01,,,2023-11-01,JAEHRLICH,RECHNUNG,53.76,63.97,,10000000.0,AKTIV,2023-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2023-10-16,
VTR-00002450,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000997,VRM-00014,direkt,MIT-00008,ANT-00002450,2025-08-01,,,2025-08-01,JAEHRLICH,LASTSCHRIFT,114.25,119.96,,5000000.0,AKTIV,2025-08-01,,,3.0,2026-08-01,NORMAL,0,pfefferminz,MINT,,2025-07-12,
VTR-00002451,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000861,VRM-00017,direkt,MIT-00008,ANT-00002451,2025-06-01,,,2025-06-01,VIERTELJAEHRLICH,LASTSCHRIFT,97.3,102.17,,5000000.0,AKTIV,2025-06-01,,,3.0,2026-06-01,NORMAL,0,minzia,MINT,,2025-05-31,
VTR-00002452,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000074,VRM-00008,bank,MIT-00044,ANT-00002452,2020-04-01,,,2020-04-01,VIERTELJAEHRLICH,RECHNUNG,75.84,90.25,,5000000.0,AKTIV,2020-04-01,,,3.0,2026-04-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-03-05,
VTR-00002453,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000717,VRM-00013,direkt,MIT-00008,ANT-00002453,2022-04-01,,,2022-04-01,HALBJAEHRLICH,LASTSCHRIFT,67.49,80.31,,10000000.0,AKTIV,2022-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2022-03-13,
VTR-00002454,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000123,VRM-00014,makler,MIT-00008,ANT-00002454,2020-08-01,,,2020-08-01,JAEHRLICH,RECHNUNG,154.8,162.54,,5000000.0,GEKUENDIGT_VN,2022-08-01,2022-08-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-07-15,
VTR-00002455,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000026,VRM-00014,direkt,MIT-00008,ANT-00002455,2016-07-01,,,2016-07-01,JAEHRLICH,RECHNUNG,238.8,250.74,,10000000.0,AKTIV,2016-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-05-29,
VTR-00002456,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000440,VRM-00005,agentur,MIT-00008,ANT-00002456,2025-07-01,,,2025-07-01,JAEHRLICH,KREDITKARTE,151.9,159.5,,5000000.0,AKTIV,2025-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,MINT,,2025-06-09,
VTR-00002457,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000099,VRM-00014,direkt,MIT-00008,ANT-00002457,2025-04-01,,,2025-04-01,JAEHRLICH,KREDITKARTE,209.35,219.82,,10000000.0,AKTIV,2025-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2025-02-22,
VTR-00002458,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000943,VRM-00028,direkt,MIT-00008,ANT-00002458,2021-07-01,,,2021-07-01,JAEHRLICH,LASTSCHRIFT,56.99,67.82,,5000000.0,GEKUENDIGT_VN,2023-09-01,2023-09-01,K02,3.0,,NORMAL,0,minzia,MINT,,2021-05-28,
VTR-00002459,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000557,VRM-00001,direkt,MIT-00044,ANT-00002459,2021-10-01,,,2021-10-01,VIERTELJAEHRLICH,LASTSCHRIFT,46.63,55.49,,5000000.0,AKTIV,2021-10-01,,,3.0,2026-10-01,NORMAL,0,minzia,MINT,,2021-08-24,
VTR-00002460,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000599,VRM-00036,agentur,MIT-00008,ANT-00002460,2016-01-01,,,2016-01-01,JAEHRLICH,LASTSCHRIFT,80.4,84.42,,5000000.0,AKTIV,2016-01-01,,,3.0,2026-01-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-11-24,
VTR-00002461,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000973,VRM-00015,direkt,MIT-00008,ANT-00002461,2017-02-01,,,2017-02-01,HALBJAEHRLICH,RECHNUNG,161.05,169.1,,10000000.0,GEKUENDIGT_VN,2023-10-01,2023-10-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-01-13,
VTR-00002462,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000952,VRM-00003,direkt,MIT-00044,ANT-00002462,2025-08-01,,,2025-08-01,VIERTELJAEHRLICH,RECHNUNG,59.73,71.08,,10000000.0,AKTIV,2025-08-01,,,3.0,2026-08-01,NORMAL,0,pfefferminz,MINT,,2025-06-26,
VTR-00002463,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000959,VRM-00031,agentur,MIT-00008,ANT-00002463,2016-07-01,,,2016-07-01,JAEHRLICH,RECHNUNG,152.85,160.49,,10000000.0,AKTIV,2016-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-06-15,
VTR-00002464,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000208,VRM-00003,direkt,MIT-00008,ANT-00002464,2024-07-01,,,2024-07-01,JAEHRLICH,LASTSCHRIFT,47.94,57.05,,20000000.0,AKTIV,2024-07-01,,,3.0,2026-07-01,NORMAL,0,minzia,MINT,,2024-06-07,
VTR-00002465,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000114,VRM-00001,direkt,MIT-00044,ANT-00002465,2021-11-01,,,2021-11-01,VIERTELJAEHRLICH,EBILL,56.32,67.02,,5000000.0,GEKUENDIGT_VN,2023-12-01,2023-12-01,K01,3.0,,NORMAL,0,minzia,MINT,,2021-10-21,
VTR-00002466,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000892,VRM-00014,direkt,MIT-00008,ANT-00002466,2015-02-01,,,2015-02-01,JAEHRLICH,RECHNUNG,155.6,163.38,,5000000.0,AKTIV,2015-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-01-03,
VTR-00002467,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000419,VRM-00010,makler,MIT-00044,ANT-00002467,2018-07-01,,,2018-07-01,JAEHRLICH,LASTSCHRIFT,108.19,128.75,,5000000.0,AKTIV,2018-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-06-26,
VTR-00002468,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000152,VRM-00028,direkt,MIT-00019,ANT-00002468,2021-08-01,,,2021-08-01,JAEHRLICH,KREDITKARTE,59.6,70.92,,50000000.0,AKTIV,2021-08-01,,,3.0,2026-08-01,NORMAL,0,minzia,MINT,,2021-06-26,
VTR-00002469,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000737,VRM-00036,makler,MIT-00008,ANT-00002469,2025-05-01,,,2025-05-01,JAEHRLICH,EBILL,243.25,255.41,,10000000.0,AKTIV,2025-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,MINT,,2025-04-15,
VTR-00002470,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000924,VRM-00010,makler,MIT-00008,ANT-00002470,2014-12-01,,,2014-12-01,VIERTELJAEHRLICH,LASTSCHRIFT,120.8,143.75,,10000000.0,AKTIV,2014-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-11-13,
VTR-00002471,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000848,VRM-00030,bank,MIT-00008,ANT-00002471,2019-02-01,,,2019-02-01,JAEHRLICH,EBILL,55.87,66.49,,5000000.0,GEKUENDIGT_VN,2024-10-01,2024-10-01,K05,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-01-01,
VTR-00002472,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000422,VRM-00020,direkt,MIT-00008,ANT-00002472,2013-02-01,,,2013-02-01,VIERTELJAEHRLICH,RECHNUNG,47.28,56.26,,10000000.0,GEKUENDIGT_VN,2020-11-01,2020-11-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-01-31,
VTR-00002473,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000732,VRM-00028,direkt,MIT-00044,ANT-00002473,2015-01-01,,,2015-01-01,JAEHRLICH,RECHNUNG,96.41,114.73,,20000000.0,GEKUENDIGT_VN,2017-06-01,2017-06-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-11-30,
VTR-00002474,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000297,VRM-00017,direkt,MIT-00008,ANT-00002474,2025-11-01,,,2025-11-01,MONATLICH,EBILL,153.25,160.91,,5000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2025-10-22,
VTR-00002475,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000254,VRM-00014,direkt,MIT-00008,ANT-00002475,2025-03-01,,,2025-03-01,HALBJAEHRLICH,LASTSCHRIFT,103.93,109.13,,5000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,minzia,MINT,,2025-01-28,
