vertrag_id,partner_id,rolle,anteil_pct
VTR-00002229,PTR-00000527,VERSICHERUNGSNEHMER,
VTR-00002229,PTR-00000528,MITVERSICHERT,
VTR-00002229,PTR-00000529,MITVERSICHERT,
VTR-00002230,PTR-00000823,VERSICHERUNGSNEHMER,
VTR-00002231,PTR-00000393,VERSICHERUNGSNEHMER,
VTR-00002231,PTR-00000394,MITVERSICHERT,
VTR-00002231,PTR-00000395,MITVERSICHERT,
VTR-00002231,PTR-00000396,MITVERSICHERT,
VTR-00002232,PTR-00000035,VERSICHERUNGSNEHMER,
VTR-00002232,PTR-00000036,MITVERSICHERT,
VTR-00002232,PTR-00000037,MITVERSICHERT,
VTR-00002233,PTR-00000619,VERSICHERUNGSNEHMER,
VTR-00002233,PTR-00000620,MITVERSICHERT,
VTR-00002233,PTR-00000621,MITVERSICHERT,
VTR-00002233,PTR-00000622,MITVERSICHERT,
VTR-00002233,PTR-00000623,MITVERSICHERT,
VTR-00002234,PTR-00000769,VERSICHERUNGSNEHMER,
VTR-00002234,PTR-00000770,MITVERSICHERT,
VTR-00002235,PTR-00000217,VERSICHERUNGSNEHMER,
VTR-00002235,PTR-00000218,MITVERSICHERT,
VTR-00002235,PTR-00000219,MITVERSICHERT,
VTR-00002236,PTR-00000692,VERSICHERUNGSNEHMER,
VTR-00002237,PTR-00000790,VERSICHERUNGSNEHMER,
VTR-00002238,PTR-00000477,VERSICHERUNGSNEHMER,
VTR-00002238,PTR-00000478,MITVERSICHERT,
VTR-00002239,PTR-00000610,VERSICHERUNGSNEHMER,
VTR-00002240,PTR-00000573,VERSICHERUNGSNEHMER,
VTR-00002241,PTR-00000695,VERSICHERUNGSNEHMER,
VTR-00002242,PTR-00000813,VERSICHERUNGSNEHMER,
VTR-00002243,PTR-00000774,VERSICHERUNGSNEHMER,
VTR-00002243,PTR-00000775,MITVERSICHERT,
VTR-00002243,PTR-00000776,MITVERSICHERT,
VTR-00002244,PTR-00000117,VERSICHERUNGSNEHMER,
VTR-00002244,PTR-00000118,MITVERSICHERT,
VTR-00002245,PTR-00000170,VERSICHERUNGSNEHMER,
VTR-00002246,PTR-00000771,VERSICHERUNGSNEHMER,
VTR-00002246,PTR-00000772,MITVERSICHERT,
VTR-00002247,PTR-00000369,VERSICHERUNGSNEHMER,
VTR-00002248,PTR-00000803,VERSICHERUNGSNEHMER,
VTR-00002249,PTR-00000850,VERSICHERUNGSNEHMER,
VTR-00002250,PTR-00000364,VERSICHERUNGSNEHMER,
VTR-00002250,PTR-00000365,MITVERSICHERT,
VTR-00002251,PTR-00000023,VERSICHERUNGSNEHMER,
VTR-00002252,PTR-00000531,VERSICHERUNGSNEHMER,
VTR-00002252,PTR-00000532,MITVERSICHERT,
VTR-00002253,PTR-00000520,VERSICHERUNGSNEHMER,
VTR-00002253,PTR-00000521,MITVERSICHERT,
VTR-00002254,PTR-00000897,VERSICHERUNGSNEHMER,
VTR-00002254,PTR-00000898,MITVERSICHERT,
VTR-00002255,PTR-00000696,VERSICHERUNGSNEHMER,
VTR-00002256,PTR-00000755,VERSICHERUNGSNEHMER,
VTR-00002257,PTR-00000286,VERSICHERUNGSNEHMER,
VTR-00002258,PTR-00000463,VERSICHERUNGSNEHMER,
VTR-00002259,PTR-00000688,VERSICHERUNGSNEHMER,
VTR-00002259,PTR-00000689,MITVERSICHERT,
VTR-00002260,PTR-00000489,VERSICHERUNGSNEHMER,
VTR-00002261,PTR-00000538,VERSICHERUNGSNEHMER,
VTR-00002262,PTR-00000927,VERSICHERUNGSNEHMER,
VTR-00002262,PTR-00000928,MITVERSICHERT,
VTR-00002263,PTR-00000301,VERSICHERUNGSNEHMER,
VTR-00002263,PTR-00000302,MITVERSICHERT,
VTR-00002264,PTR-00000366,VERSICHERUNGSNEHMER,
VTR-00002265,PTR-00000983,VERSICHERUNGSNEHMER,
VTR-00002266,PTR-00000103,VERSICHERUNGSNEHMER,
VTR-00002267,PTR-00000311,VERSICHERUNGSNEHMER,
VTR-00002267,PTR-00000312,MITVERSICHERT,
VTR-00002268,PTR-00000530,VERSICHERUNGSNEHMER,
VTR-00002269,PTR-00000456,VERSICHERUNGSNEHMER,
VTR-00002270,PTR-00000490,VERSICHERUNGSNEHMER,
VTR-00002270,PTR-00000491,MITVERSICHERT,
VTR-00002270,PTR-00000492,MITVERSICHERT,
VTR-00002270,PTR-00000493,MITVERSICHERT,
VTR-00002270,PTR-00000494,MITVERSICHERT,
VTR-00002271,PTR-00000605,VERSICHERUNGSNEHMER,
VTR-00002272,PTR-00000054,VERSICHERUNGSNEHMER,
VTR-00002272,PTR-00000055,MITVERSICHERT,
VTR-00002272,PTR-00000056,MITVERSICHERT,
VTR-00002272,PTR-00000057,MITVERSICHERT,
VTR-00002273,PTR-00000939,VERSICHERUNGSNEHMER,
VTR-00002273,PTR-00000940,MITVERSICHERT,
VTR-00002273,PTR-00000941,MITVERSICHERT,
VTR-00002274,PTR-00000734,VERSICHERUNGSNEHMER,
VTR-00002275,PTR-00000200,VERSICHERUNGSNEHMER,
VTR-00002276,PTR-00000758,VERSICHERUNGSNEHMER,
VTR-00002276,PTR-00000759,MITVERSICHERT,
VTR-00002276,PTR-00000760,MITVERSICHERT,
VTR-00002277,PTR-00000379,VERSICHERUNGSNEHMER,
VTR-00002278,PTR-00000921,VERSICHERUNGSNEHMER,
VTR-00002278,PTR-00000922,MITVERSICHERT,
VTR-00002278,PTR-00000923,MITVERSICHERT,
VTR-00002279,PTR-00000189,VERSICHERUNGSNEHMER,
VTR-00002279,PTR-00000190,MITVERSICHERT,
VTR-00002279,PTR-00000191,MITVERSICHERT,
VTR-00002280,PTR-00000804,VERSICHERUNGSNEHMER,
VTR-00002280,PTR-00000805,MITVERSICHERT,
VTR-00002280,PTR-00000806,MITVERSICHERT,
VTR-00002280,PTR-00000807,MITVERSICHERT,
VTR-00002280,PTR-00000808,MITVERSICHERT,
VTR-00002281,PTR-00000388,VERSICHERUNGSNEHMER,
VTR-00002281,PTR-00000389,MITVERSICHERT,
VTR-00002281,PTR-00000390,MITVERSICHERT,
VTR-00002281,PTR-00000391,MITVERSICHERT,
VTR-00002281,PTR-00000392,MITVERSICHERT,
VTR-00002282,PTR-00000650,VERSICHERUNGSNEHMER,
VTR-00002283,PTR-00000616,VERSICHERUNGSNEHMER,
VTR-00002284,PTR-00000753,VERSICHERUNGSNEHMER,
VTR-00002284,PTR-00000754,MITVERSICHERT,
VTR-00002285,PTR-00000539,VERSICHERUNGSNEHMER,
VTR-00002286,PTR-00000513,VERSICHERUNGSNEHMER,
VTR-00002286,PTR-00000514,MITVERSICHERT,
VTR-00002286,PTR-00000515,MITVERSICHERT,
VTR-00002286,PTR-00000516,MITVERSICHERT,
VTR-00002287,PTR-00000166,VERSICHERUNGSNEHMER,
VTR-00002288,PTR-00000611,VERSICHERUNGSNEHMER,
VTR-00002288,PTR-00000612,MITVERSICHERT,
VTR-00002289,PTR-00000121,VERSICHERUNGSNEHMER,
VTR-00002290,PTR-00000088,VERSICHERUNGSNEHMER,
VTR-00002290,PTR-00000089,MITVERSICHERT,
VTR-00002290,PTR-00000090,MITVERSICHERT,
VTR-00002291,PTR-00000838,VERSICHERUNGSNEHMER,
VTR-00002291,PTR-00000839,MITVERSICHERT,
VTR-00002292,PTR-00000952,VERSICHERUNGSNEHMER,
VTR-00002292,PTR-00000953,MITVERSICHERT,
VTR-00002293,PTR-00000252,VERSICHERUNGSNEHMER,
VTR-00002293,PTR-00000253,MITVERSICHERT,
VTR-00002294,PTR-00000657,VERSICHERUNGSNEHMER,
VTR-00002294,PTR-00000658,MITVERSICHERT,
VTR-00002294,PTR-00000659,MITVERSICHERT,
VTR-00002295,PTR-00000265,VERSICHERUNGSNEHMER,
VTR-00002295,PTR-00000266,MITVERSICHERT,
VTR-00002296,PTR-00000945,VERSICHERUNGSNEHMER,
VTR-00002296,PTR-00000946,MITVERSICHERT,
VTR-00002296,PTR-00000947,MITVERSICHERT,
VTR-00002297,PTR-00000886,VERSICHERUNGSNEHMER,
VTR-00002298,PTR-00000047,VERSICHERUNGSNEHMER,
VTR-00002298,PTR-00000048,MITVERSICHERT,
VTR-00002299,PTR-00000537,VERSICHERUNGSNEHMER,
VTR-00002300,PTR-00000950,VERSICHERUNGSNEHMER,
VTR-00002301,PTR-00000184,VERSICHERUNGSNEHMER,
VTR-00002302,PTR-00000735,VERSICHERUNGSNEHMER,
VTR-00002303,PTR-00000260,VERSICHERUNGSNEHMER,
VTR-00002303,PTR-00000261,MITVERSICHERT,
VTR-00002304,PTR-00000400,VERSICHERUNGSNEHMER,
VTR-00002305,PTR-00000801,VERSICHERUNGSNEHMER,
VTR-00002305,PTR-00000802,MITVERSICHERT,
VTR-00002306,PTR-00000786,VERSICHERUNGSNEHMER,
VTR-00002307,PTR-00000712,VERSICHERUNGSNEHMER,
VTR-00002307,PTR-00000713,MITVERSICHERT,
VTR-00002307,PTR-00000714,MITVERSICHERT,
VTR-00002308,PTR-00000348,VERSICHERUNGSNEHMER,
VTR-00002308,PTR-00000349,MITVERSICHERT,
VTR-00002308,PTR-00000350,MITVERSICHERT,
VTR-00002308,PTR-00000351,MITVERSICHERT,
VTR-00002308,PTR-00000352,MITVERSICHERT,
VTR-00002309,PTR-00000683,VERSICHERUNGSNEHMER,
VTR-00002310,PTR-00000902,VERSICHERUNGSNEHMER,
VTR-00002310,PTR-00000903,MITVERSICHERT,
VTR-00002311,PTR-00000987,VERSICHERUNGSNEHMER,
VTR-00002311,PTR-00000988,MITVERSICHERT,
VTR-00002312,PTR-00000506,VERSICHERUNGSNEHMER,
VTR-00002312,PTR-00000507,MITVERSICHERT,
VTR-00002313,PTR-00000781,VERSICHERUNGSNEHMER,
VTR-00002313,PTR-00000782,MITVERSICHERT,
VTR-00002313,PTR-00000783,MITVERSICHERT,
VTR-00002314,PTR-00000229,VERSICHERUNGSNEHMER,
VTR-00002315,PTR-00000859,VERSICHERUNGSNEHMER,
VTR-00002315,PTR-00000860,MITVERSICHERT,
VTR-00002316,PTR-00000917,VERSICHERUNGSNEHMER,
VTR-00002316,PTR-00000918,MITVERSICHERT,
VTR-00002317,PTR-00000177,VERSICHERUNGSNEHMER,
VTR-00002318,PTR-00000824,VERSICHERUNGSNEHMER,
VTR-00002319,PTR-00000913,VERSICHERUNGSNEHMER,
VTR-00002319,PTR-00000914,MITVERSICHERT,
VTR-00002319,PTR-00000915,MITVERSICHERT,
VTR-00002320,PTR-00000678,VERSICHERUNGSNEHMER,
VTR-00002321,PTR-00000820,VERSICHERUNGSNEHMER,
VTR-00002321,PTR-00000821,MITVERSICHERT,
VTR-00002321,PTR-00000822,MITVERSICHERT,
VTR-00002322,PTR-00000697,VERSICHERUNGSNEHMER,
VTR-00002322,PTR-00000698,MITVERSICHERT,
VTR-00002323,PTR-00000910,VERSICHERUNGSNEHMER,
VTR-00002324,PTR-00000930,VERSICHERUNGSNEHMER,
VTR-00002325,PTR-00000954,VERSICHERUNGSNEHMER,
VTR-00002325,PTR-00000955,MITVERSICHERT,
VTR-00002325,PTR-00000956,MITVERSICHERT,
VTR-00002325,PTR-00000957,MITVERSICHERT,
VTR-00002325,PTR-00000958,MITVERSICHERT,
VTR-00002326,PTR-00000685,VERSICHERUNGSNEHMER,
VTR-00002326,PTR-00000686,MITVERSICHERT,
VTR-00002326,PTR-00000687,MITVERSICHERT,
VTR-00002327,PTR-00000409,VERSICHERUNGSNEHMER,
VTR-00002328,PTR-00000581,VERSICHERUNGSNEHMER,
VTR-00002329,PTR-00000608,VERSICHERUNGSNEHMER,
VTR-00002329,PTR-00000609,MITVERSICHERT,
VTR-00002330,PTR-00000583,VERSICHERUNGSNEHMER,
VTR-00002330,PTR-00000584,MITVERSICHERT,
VTR-00002330,PTR-00000585,MITVERSICHERT,
VTR-00002330,PTR-00000586,MITVERSICHERT,
VTR-00002331,PTR-00000908,VERSICHERUNGSNEHMER,
VTR-00002332,PTR-00000370,VERSICHERUNGSNEHMER,
VTR-00002332,PTR-00000371,MITVERSICHERT,
VTR-00002333,PTR-00000948,VERSICHERUNGSNEHMER,
VTR-00002333,PTR-00000949,MITVERSICHERT,
VTR-00002334,PTR-00000580,VERSICHERUNGSNEHMER,
VTR-00002335,PTR-00000726,VERSICHERUNGSNEHMER,
VTR-00002336,PTR-00000244,VERSICHERUNGSNEHMER,
VTR-00002337,PTR-00000778,VERSICHERUNGSNEHMER,
VTR-00002338,PTR-00000752,VERSICHERUNGSNEHMER,
VTR-00002339,PTR-00000192,VERSICHERUNGSNEHMER,
VTR-00002339,PTR-00000193,MITVERSICHERT,
VTR-00002339,PTR-00000194,MITVERSICHERT,
VTR-00002340,PTR-00000197,VERSICHERUNGSNEHMER,
VTR-00002340,PTR-00000198,MITVERSICHERT,
VTR-00002340,PTR-00000199,MITVERSICHERT,
VTR-00002341,PTR-00000843,VERSICHERUNGSNEHMER,
VTR-00002342,PTR-00000167,VERSICHERUNGSNEHMER,
VTR-00002343,PTR-00000438,VERSICHERUNGSNEHMER,
VTR-00002343,PTR-00000439,MITVERSICHERT,
VTR-00002344,PTR-00000699,VERSICHERUNGSNEHMER,
VTR-00002345,PTR-00000942,VERSICHERUNGSNEHMER,
VTR-00002346,PTR-00000140,VERSICHERUNGSNEHMER,
VTR-00002346,PTR-00000141,MITVERSICHERT,
VTR-00002346,PTR-00000142,MITVERSICHERT,
VTR-00002346,PTR-00000143,MITVERSICHERT,
VTR-00002347,PTR-00000031,VERSICHERUNGSNEHMER,
VTR-00002348,PTR-00000226,VERSICHERUNGSNEHMER,
VTR-00002349,PTR-00000433,VERSICHERUNGSNEHMER,
VTR-00002349,PTR-00000434,MITVERSICHERT,
VTR-00002350,PTR-00000851,VERSICHERUNGSNEHMER,
VTR-00002350,PTR-00000852,MITVERSICHERT,
VTR-00002351,PTR-00000150,VERSICHERUNGSNEHMER,
VTR-00002351,PTR-00000151,MITVERSICHERT,
VTR-00002352,PTR-00000495,VERSICHERUNGSNEHMER,
VTR-00002352,PTR-00000496,MITVERSICHERT,
VTR-00002352,PTR-00000497,MITVERSICHERT,
VTR-00002352,PTR-00000498,MITVERSICHERT,
VTR-00002353,PTR-00000803,VERSICHERUNGSNEHMER,
VTR-00002354,PTR-00000410,VERSICHERUNGSNEHMER,
VTR-00002355,PTR-00000679,VERSICHERUNGSNEHMER,
VTR-00002355,PTR-00000680,MITVERSICHERT,
VTR-00002355,PTR-00000681,MITVERSICHERT,
VTR-00002355,PTR-00000682,MITVERSICHERT,
VTR-00002356,PTR-00000936,VERSICHERUNGSNEHMER,
VTR-00002357,PTR-00000158,VERSICHERUNGSNEHMER,
VTR-00002357,PTR-00000159,MITVERSICHERT,
VTR-00002357,PTR-00000160,MITVERSICHERT,
VTR-00002357,PTR-00000161,MITVERSICHERT,
VTR-00002357,PTR-00000162,MITVERSICHERT,
VTR-00002358,PTR-00000642,VERSICHERUNGSNEHMER,
VTR-00002359,PTR-00000119,VERSICHERUNGSNEHMER,
VTR-00002359,PTR-00000120,MITVERSICHERT,
VTR-00002360,PTR-00000650,VERSICHERUNGSNEHMER,
VTR-00002361,PTR-00000877,VERSICHERUNGSNEHMER,
VTR-00002362,PTR-00000127,VERSICHERUNGSNEHMER,
VTR-00002363,PTR-00000881,VERSICHERUNGSNEHMER,
VTR-00002363,PTR-00000882,MITVERSICHERT,
VTR-00002363,PTR-00000883,MITVERSICHERT,
VTR-00002363,PTR-00000884,MITVERSICHERT,
VTR-00002363,PTR-00000885,MITVERSICHERT,
VTR-00002364,PTR-00000323,VERSICHERUNGSNEHMER,
VTR-00002365,PTR-00000829,VERSICHERUNGSNEHMER,
VTR-00002365,PTR-00000830,MITVERSICHERT,
VTR-00002366,PTR-00000324,VERSICHERUNGSNEHMER,
VTR-00002367,PTR-00000864,VERSICHERUNGSNEHMER,
VTR-00002368,PTR-00000411,VERSICHERUNGSNEHMER,
VTR-00002368,PTR-00000412,MITVERSICHERT,
VTR-00002369,PTR-00000070,VERSICHERUNGSNEHMER,
VTR-00002369,PTR-00000071,MITVERSICHERT,
VTR-00002369,PTR-00000072,MITVERSICHERT,
VTR-00002369,PTR-00000073,MITVERSICHERT,
VTR-00002370,PTR-00000068,VERSICHERUNGSNEHMER,
VTR-00002370,PTR-00000069,MITVERSICHERT,
VTR-00002371,PTR-00000372,VERSICHERUNGSNEHMER,
VTR-00002371,PTR-00000373,MITVERSICHERT,
VTR-00002372,PTR-00000092,VERSICHERUNGSNEHMER,
VTR-00002373,PTR-00000600,VERSICHERUNGSNEHMER,
VTR-00002373,PTR-00000601,MITVERSICHERT,
VTR-00002373,PTR-00000602,MITVERSICHERT,
VTR-00002373,PTR-00000603,MITVERSICHERT,
VTR-00002374,PTR-00000343,VERSICHERUNGSNEHMER,
VTR-00002374,PTR-00000344,MITVERSICHERT,
VTR-00002374,PTR-00000345,MITVERSICHERT,
VTR-00002375,PTR-00000050,VERSICHERUNGSNEHMER,
VTR-00002375,PTR-00000051,MITVERSICHERT,
VTR-00002376,PTR-00000128,VERSICHERUNGSNEHMER,
VTR-00002376,PTR-00000129,MITVERSICHERT,
VTR-00002377,PTR-00000502,VERSICHERUNGSNEHMER,
VTR-00002377,PTR-00000503,MITVERSICHERT,
VTR-00002377,PTR-00000504,MITVERSICHERT,
VTR-00002377,PTR-00000505,MITVERSICHERT,
VTR-00002378,PTR-00000937,VERSICHERUNGSNEHMER,
VTR-00002378,PTR-00000938,MITVERSICHERT,
VTR-00002379,PTR-00000973,VERSICHERUNGSNEHMER,
VTR-00002379,PTR-00000974,MITVERSICHERT,
VTR-00002380,PTR-00000079,VERSICHERUNGSNEHMER,
VTR-00002380,PTR-00000080,MITVERSICHERT,
VTR-00002380,PTR-00000081,MITVERSICHERT,
VTR-00002381,PTR-00000130,VERSICHERUNGSNEHMER,
VTR-00002381,PTR-00000131,MITVERSICHERT,
VTR-00002381,PTR-00000132,MITVERSICHERT,
VTR-00002381,PTR-00000133,MITVERSICHERT,
VTR-00002382,PTR-00000801,VERSICHERUNGSNEHMER,
VTR-00002382,PTR-00000802,MITVERSICHERT,
VTR-00002383,PTR-00000155,VERSICHERUNGSNEHMER,
VTR-00002384,PTR-00000542,VERSICHERUNGSNEHMER,
VTR-00002385,PTR-00000165,VERSICHERUNGSNEHMER,
VTR-00002386,PTR-00000727,VERSICHERUNGSNEHMER,
VTR-00002387,PTR-00000546,VERSICHERUNGSNEHMER,
VTR-00002387,PTR-00000547,MITVERSICHERT,
VTR-00002387,PTR-00000548,MITVERSICHERT,
VTR-00002388,PTR-00000566,VERSICHERUNGSNEHMER,
VTR-00002388,PTR-00000567,MITVERSICHERT,
VTR-00002389,PTR-00000303,VERSICHERUNGSNEHMER,
VTR-00002389,PTR-00000304,MITVERSICHERT,
VTR-00002390,PTR-00000058,VERSICHERUNGSNEHMER,
VTR-00002390,PTR-00000059,MITVERSICHERT,
VTR-00002391,PTR-00000227,VERSICHERUNGSNEHMER,
VTR-00002391,PTR-00000228,MITVERSICHERT,
VTR-00002392,PTR-00000595,VERSICHERUNGSNEHMER,
VTR-00002392,PTR-00000596,MITVERSICHERT,
VTR-00002392,PTR-00000597,MITVERSICHERT,
VTR-00002392,PTR-00000598,MITVERSICHERT,
VTR-00002393,PTR-00000368,VERSICHERUNGSNEHMER,
VTR-00002394,PTR-00000765,VERSICHERUNGSNEHMER,
VTR-00002394,PTR-00000766,MITVERSICHERT,
VTR-00002395,PTR-00000445,VERSICHERUNGSNEHMER,
VTR-00002395,PTR-00000446,MITVERSICHERT,
VTR-00002396,PTR-00000030,VERSICHERUNGSNEHMER,
VTR-00002397,PTR-00000052,VERSICHERUNGSNEHMER,
VTR-00002398,PTR-00000146,VERSICHERUNGSNEHMER,
VTR-00002398,PTR-00000147,MITVERSICHERT,
VTR-00002399,PTR-00000092,VERSICHERUNGSNEHMER,
VTR-00002400,PTR-00000556,VERSICHERUNGSNEHMER,
VTR-00002401,PTR-00000810,VERSICHERUNGSNEHMER,
VTR-00002402,PTR-00000604,VERSICHERUNGSNEHMER,
VTR-00002403,PTR-00000144,VERSICHERUNGSNEHMER,
VTR-00002403,PTR-00000145,MITVERSICHERT,
VTR-00002404,PTR-00000455,VERSICHERUNGSNEHMER,
VTR-00002405,PTR-00000570,VERSICHERUNGSNEHMER,
VTR-00002406,PTR-00000354,VERSICHERUNGSNEHMER,
VTR-00002406,PTR-00000355,MITVERSICHERT,
VTR-00002406,PTR-00000356,MITVERSICHERT,
VTR-00002406,PTR-00000357,MITVERSICHERT,
VTR-00002407,PTR-00000890,VERSICHERUNGSNEHMER,
VTR-00002407,PTR-00000891,MITVERSICHERT,
VTR-00002408,PTR-00000708,VERSICHERUNGSNEHMER,
VTR-00002408,PTR-00000709,MITVERSICHERT,
VTR-00002408,PTR-00000710,MITVERSICHERT,
VTR-00002409,PTR-00000385,VERSICHERUNGSNEHMER,
VTR-00002409,PTR-00000386,MITVERSICHERT,
VTR-00002410,PTR-00000549,VERSICHERUNGSNEHMER,
VTR-00002410,PTR-00000550,MITVERSICHERT,
VTR-00002410,PTR-00000551,MITVERSICHERT,
VTR-00002410,PTR-00000552,MITVERSICHERT,
VTR-00002411,PTR-00000887,VERSICHERUNGSNEHMER,
VTR-00002412,PTR-00000995,VERSICHERUNGSNEHMER,
VTR-00002412,PTR-00000996,MITVERSICHERT,
VTR-00002413,PTR-00000753,VERSICHERUNGSNEHMER,
VTR-00002413,PTR-00000754,MITVERSICHERT,
VTR-00002414,PTR-00000325,VERSICHERUNGSNEHMER,
VTR-00002415,PTR-00000021,VERSICHERUNGSNEHMER,
VTR-00002415,PTR-00000022,MITVERSICHERT,
VTR-00002416,PTR-00000135,VERSICHERUNGSNEHMER,
VTR-00002417,PTR-00000632,VERSICHERUNGSNEHMER,
VTR-00002417,PTR-00000633,MITVERSICHERT,
VTR-00002417,PTR-00000634,MITVERSICHERT,
VTR-00002417,PTR-00000635,MITVERSICHERT,
VTR-00002418,PTR-00000340,VERSICHERUNGSNEHMER,
VTR-00002418,PTR-00000341,MITVERSICHERT,
VTR-00002419,PTR-00000163,VERSICHERUNGSNEHMER,
VTR-00002419,PTR-00000164,MITVERSICHERT,
VTR-00002420,PTR-00000435,VERSICHERUNGSNEHMER,
VTR-00002421,PTR-00000287,VERSICHERUNGSNEHMER,
VTR-00002421,PTR-00000288,MITVERSICHERT,
VTR-00002422,PTR-00000106,VERSICHERUNGSNEHMER,
VTR-00002422,PTR-00000107,MITVERSICHERT,
VTR-00002422,PTR-00000108,MITVERSICHERT,
VTR-00002423,PTR-00000847,VERSICHERUNGSNEHMER,
VTR-00002424,PTR-00000423,VERSICHERUNGSNEHMER,
VTR-00002425,PTR-00000582,VERSICHERUNGSNEHMER,
VTR-00002426,PTR-00000640,VERSICHERUNGSNEHMER,
VTR-00002426,PTR-00000641,MITVERSICHERT,
VTR-00002427,PTR-00000499,VERSICHERUNGSNEHMER,
VTR-00002428,PTR-00000279,VERSICHERUNGSNEHMER,
VTR-00002428,PTR-00000280,MITVERSICHERT,
VTR-00002428,PTR-00000281,MITVERSICHERT,
VTR-00002428,PTR-00000282,MITVERSICHERT,
VTR-00002429,PTR-00000209,VERSICHERUNGSNEHMER,
VTR-00002430,PTR-00000274,VERSICHERUNGSNEHMER,
VTR-00002430,PTR-00000275,MITVERSICHERT,
VTR-00002431,PTR-00000251,VERSICHERUNGSNEHMER,
VTR-00002432,PTR-00000421,VERSICHERUNGSNEHMER,
VTR-00002433,PTR-00000024,VERSICHERUNGSNEHMER,
VTR-00002433,PTR-00000025,MITVERSICHERT,
VTR-00002434,PTR-00000032,VERSICHERUNGSNEHMER,
VTR-00002434,PTR-00000033,MITVERSICHERT,
VTR-00002435,PTR-00000930,VERSICHERUNGSNEHMER,
VTR-00002436,PTR-00000464,VERSICHERUNGSNEHMER,
VTR-00002436,PTR-00000465,MITVERSICHERT,
VTR-00002436,PTR-00000466,MITVERSICHERT,
VTR-00002436,PTR-00000467,MITVERSICHERT,
VTR-00002437,PTR-00000654,VERSICHERUNGSNEHMER,
VTR-00002438,PTR-00000684,VERSICHERUNGSNEHMER,
VTR-00002439,PTR-00000443,VERSICHERUNGSNEHMER,
VTR-00002439,PTR-00000444,MITVERSICHERT,
VTR-00002440,PTR-00000992,VERSICHERUNGSNEHMER,
VTR-00002440,PTR-00000993,MITVERSICHERT,
VTR-00002440,PTR-00000994,MITVERSICHERT,
VTR-00002441,PTR-00000632,VERSICHERUNGSNEHMER,
VTR-00002441,PTR-00000633,MITVERSICHERT,
VTR-00002441,PTR-00000634,MITVERSICHERT,
VTR-00002441,PTR-00000635,MITVERSICHERT,
VTR-00002442,PTR-00000337,VERSICHERUNGSNEHMER,
VTR-00002442,PTR-00000338,MITVERSICHERT,
VTR-00002443,PTR-00000979,VERSICHERUNGSNEHMER,
VTR-00002443,PTR-00000980,MITVERSICHERT,
VTR-00002444,PTR-00000091,VERSICHERUNGSNEHMER,
VTR-00002445,PTR-00000833,VERSICHERUNGSNEHMER,
VTR-00002446,PTR-00000840,VERSICHERUNGSNEHMER,
VTR-00002447,PTR-00000660,VERSICHERUNGSNEHMER,
VTR-00002448,PTR-00000965,VERSICHERUNGSNEHMER,
VTR-00002448,PTR-00000966,MITVERSICHERT,
VTR-00002448,PTR-00000967,MITVERSICHERT,
VTR-00002449,PTR-00000421,VERSICHERUNGSNEHMER,
VTR-00002450,PTR-00000997,VERSICHERUNGSNEHMER,
VTR-00002450,PTR-00000998,MITVERSICHERT,
VTR-00002450,PTR-00000999,MITVERSICHERT,
VTR-00002451,PTR-00000861,VERSICHERUNGSNEHMER,
VTR-00002452,PTR-00000074,VERSICHERUNGSNEHMER,
VTR-00002452,PTR-00000075,MITVERSICHERT,
VTR-00002452,PTR-00000076,MITVERSICHERT,
VTR-00002452,PTR-00000077,MITVERSICHERT,
VTR-00002453,PTR-00000717,VERSICHERUNGSNEHMER,
VTR-00002454,PTR-00000123,VERSICHERUNGSNEHMER,
VTR-00002454,PTR-00000124,MITVERSICHERT,
VTR-00002455,PTR-00000026,VERSICHERUNGSNEHMER,
VTR-00002455,PTR-00000027,MITVERSICHERT,
VTR-00002456,PTR-00000440,VERSICHERUNGSNEHMER,
VTR-00002456,PTR-00000441,MITVERSICHERT,
VTR-00002456,PTR-00000442,MITVERSICHERT,
VTR-00002457,PTR-00000099,VERSICHERUNGSNEHMER,
VTR-00002457,PTR-00000100,MITVERSICHERT,
VTR-00002457,PTR-00000101,MITVERSICHERT,
VTR-00002458,PTR-00000943,VERSICHERUNGSNEHMER,
VTR-00002458,PTR-00000944,MITVERSICHERT,
VTR-00002459,PTR-00000557,VERSICHERUNGSNEHMER,
VTR-00002460,PTR-00000599,VERSICHERUNGSNEHMER,
VTR-00002461,PTR-00000973,VERSICHERUNGSNEHMER,
VTR-00002461,PTR-00000974,MITVERSICHERT,
VTR-00002462,PTR-00000952,VERSICHERUNGSNEHMER,
VTR-00002462,PTR-00000953,MITVERSICHERT,
VTR-00002463,PTR-00000959,VERSICHERUNGSNEHMER,
VTR-00002463,PTR-00000960,MITVERSICHERT,
VTR-00002463,PTR-00000961,MITVERSICHERT,
VTR-00002463,PTR-00000962,MITVERSICHERT,
VTR-00002463,PTR-00000963,MITVERSICHERT,
VTR-00002464,PTR-00000208,VERSICHERUNGSNEHMER,
VTR-00002465,PTR-00000114,VERSICHERUNGSNEHMER,
VTR-00002465,PTR-00000115,MITVERSICHERT,
VTR-00002466,PTR-00000892,VERSICHERUNGSNEHMER,
VTR-00002466,PTR-00000893,MITVERSICHERT,
VTR-00002466,PTR-00000894,MITVERSICHERT,
VTR-00002466,PTR-00000895,MITVERSICHERT,
VTR-00002466,PTR-00000896,MITVERSICHERT,
