deckung_id,vertrag_id,deckungsart,baustein,summe,selbstbehalt,selbstbehalt_typ,gueltig_von,gueltig_bis
DEK-00002133-02,VTR-00002133,BAUSTEIN,BS-GEBAEUDE,,,,2025-11-01,
DEK-00002134-01,VTR-00002134,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-08-01,
DEK-00002134-02,VTR-00002134,BAUSTEIN,BS-TIER-HUND,,,,2025-08-01,
DEK-00002134-03,VTR-00002134,BAUSTEIN,BS-KINDER,,,,2025-08-01,
DEK-00002135-01,VTR-00002135,HAUPTDECKUNG,,5000000.0,0.0,fix,2017-01-01,2024-07-02
DEK-00002136-01,VTR-00002136,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-05-01,
DEK-00002137-01,VTR-00002137,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-12-01,
DEK-00002138-01,VTR-00002138,HAUPTDECKUNG,,10000000.0,200.0,fix,2018-04-01,2019-06-01
DEK-00002139-01,VTR-00002139,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-12-01,
DEK-00002139-02,VTR-00002139,BAUSTEIN,BS-KINDER,,,,2025-12-01,
DEK-00002140-01,VTR-00002140,HAUPTDECKUNG,,50000000.0,0.0,fix,2022-10-01,
DEK-00002140-02,VTR-00002140,BAUSTEIN,BS-OELTANK,,,,2022-10-01,
DEK-00002140-03,VTR-00002140,BAUSTEIN,BS-GEBAEUDE,,,,2022-10-01,
DEK-00002140-04,VTR-00002140,BAUSTEIN,BS-AUSFALL,,,,2022-10-01,
DEK-00002141-01,VTR-00002141,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-11-01,
DEK-00002141-02,VTR-00002141,BAUSTEIN,BS-AUSFALL,,,,2024-11-01,
DEK-00002142-01,VTR-00002142,HAUPTDECKUNG,,5000000.0,150.0,fix,2001-05-01,2004-12-01
DEK-00002143-01,VTR-00002143,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-06-01,
DEK-00002144-01,VTR-00002144,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-06-01,2024-02-01
DEK-00002144-02,VTR-00002144,BAUSTEIN,BS-SCHLUESSEL,,,,2015-06-01,2024-02-01
DEK-00002145-01,VTR-00002145,HAUPTDECKUNG,,5000000.0,200.0,fix,2011-11-01,
DEK-00002146-01,VTR-00002146,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-07-01,
DEK-00002146-02,VTR-00002146,BAUSTEIN,BS-BAUHERR,,,,2023-07-01,
DEK-00002146-03,VTR-00002146,BAUSTEIN,BS-AUSFALL,,,,2023-07-01,
DEK-00002147-01,VTR-00002147,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-03-01,
DEK-00002148-01,VTR-00002148,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-02-01,
DEK-00002149-01,VTR-00002149,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-02-01,
DEK-00002149-02,VTR-00002149,BAUSTEIN,BS-AUSFALL,,,,2024-02-01,
DEK-00002149-03,VTR-00002149,BAUSTEIN,BS-KINDER,,,,2024-02-01,
DEK-00002150-01,VTR-00002150,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-01-01,
DEK-00002151-01,VTR-00002151,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-08-01,
DEK-00002152-01,VTR-00002152,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-03-01,
DEK-00002153-01,VTR-00002153,HAUPTDECKUNG,,5000000.0,200.0,fix,2020-03-01,
DEK-00002153-02,VTR-00002153,BAUSTEIN,BS-TIER-HUND,,,,2020-03-01,
DEK-00002154-01,VTR-00002154,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-03-01,
DEK-00002155-01,VTR-00002155,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-11-01,2024-11-01
DEK-00002155-02,VTR-00002155,BAUSTEIN,BS-AUSFALL,,,,2022-11-01,2024-11-01
DEK-00002156-01,VTR-00002156,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-03-01,
DEK-00002156-02,VTR-00002156,BAUSTEIN,BS-GEBAEUDE,,,,2025-03-01,
DEK-00002156-03,VTR-00002156,BAUSTEIN,BS-AUSFALL,,,,2025-03-01,
DEK-00002156-04,VTR-00002156,BAUSTEIN,BS-SCHLUESSEL,,,,2025-03-01,
DEK-00002157-01,VTR-00002157,HAUPTDECKUNG,,10000000.0,200.0,fix,2020-04-01,
DEK-00002158-01,VTR-00002158,HAUPTDECKUNG,,5000000.0,500.0,fix,2020-09-01,
DEK-00002159-01,VTR-00002159,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-09-01,
DEK-00002160-01,VTR-00002160,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-09-01,
DEK-00002160-02,VTR-00002160,BAUSTEIN,BS-GEBAEUDE,,,,2022-09-01,
DEK-00002161-01,VTR-00002161,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-05-01,
DEK-00002161-02,VTR-00002161,BAUSTEIN,BS-TIER-HUND,,,,2025-05-01,
DEK-00002162-01,VTR-00002162,HAUPTDECKUNG,,50000000.0,0.0,fix,2021-11-01,2022-03-01
DEK-00002162-02,VTR-00002162,BAUSTEIN,BS-TIER-HUND,,,,2021-11-01,2022-03-01
DEK-00002162-03,VTR-00002162,BAUSTEIN,BS-GEBAEUDE,,,,2021-11-01,2022-03-01
DEK-00002162-04,VTR-00002162,BAUSTEIN,BS-KINDER,,,,2021-11-01,2022-03-01
DEK-00002163-01,VTR-00002163,HAUPTDECKUNG,,20000000.0,0.0,fix,2015-07-01,2021-01-01
DEK-00002163-02,VTR-00002163,BAUSTEIN,BS-AUSFALL,,,,2015-07-01,2021-01-01
DEK-00002163-03,VTR-00002163,BAUSTEIN,BS-KINDER,,,,2015-07-01,2021-01-01
DEK-00002164-01,VTR-00002164,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-04-01,
DEK-00002164-02,VTR-00002164,BAUSTEIN,BS-AUSFALL,,,,2024-04-01,
DEK-00002165-01,VTR-00002165,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-08-01,
DEK-00002165-02,VTR-00002165,BAUSTEIN,BS-GEBAEUDE,,,,2025-08-01,
DEK-00002166-01,VTR-00002166,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-09-01,2023-03-01
DEK-00002167-01,VTR-00002167,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-01-01,
DEK-00002167-02,VTR-00002167,BAUSTEIN,BS-AUSFALL,,,,2025-01-01,
DEK-00002168-01,VTR-00002168,HAUPTDECKUNG,,10000000.0,100.0,fix,2014-05-01,
DEK-00002169-01,VTR-00002169,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-01-01,
DEK-00002169-02,VTR-00002169,BAUSTEIN,BS-SCHLUESSEL,,,,2022-01-01,
DEK-00002170-01,VTR-00002170,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-03-01,
DEK-00002170-02,VTR-00002170,BAUSTEIN,BS-TIER-HUND,,,,2021-03-01,
DEK-00002170-03,VTR-00002170,BAUSTEIN,BS-TIER-PFERD,,,,2021-03-01,
DEK-00002171-01,VTR-00002171,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-04-01,
DEK-00002171-02,VTR-00002171,BAUSTEIN,BS-GEBAEUDE,,,,2023-04-01,
DEK-00002171-03,VTR-00002171,BAUSTEIN,BS-AUSFALL,,,,2023-04-01,
DEK-00002172-01,VTR-00002172,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-11-01,
DEK-00002173-01,VTR-00002173,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-04-01,
DEK-00002173-02,VTR-00002173,BAUSTEIN,BS-AUSFALL,,,,2025-04-01,
DEK-00002173-03,VTR-00002173,BAUSTEIN,BS-KINDER,,,,2025-04-01,
DEK-00002174-01,VTR-00002174,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-04-01,
DEK-00002175-01,VTR-00002175,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002175-02,VTR-00002175,BAUSTEIN,BS-SCHLUESSEL,,,,2025-10-01,
DEK-00002176-01,VTR-00002176,HAUPTDECKUNG,,10000000.0,150.0,fix,2016-04-01,
DEK-00002177-01,VTR-00002177,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-05-01,
DEK-00002178-01,VTR-00002178,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-09-01,
DEK-00002178-02,VTR-00002178,BAUSTEIN,BS-AUSFALL,,,,2023-09-01,
DEK-00002178-03,VTR-00002178,BAUSTEIN,BS-KINDER,,,,2023-09-01,
DEK-00002179-01,VTR-00002179,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002180-01,VTR-00002180,HAUPTDECKUNG,,10000000.0,200.0,fix,2016-05-01,
DEK-00002180-02,VTR-00002180,BAUSTEIN,BS-SCHLUESSEL,,,,2016-05-01,
DEK-00002181-01,VTR-00002181,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-05-01,
DEK-00002181-02,VTR-00002181,BAUSTEIN,BS-TIER-HUND,,,,2023-05-01,
DEK-00002181-03,VTR-00002181,BAUSTEIN,BS-AUSFALL,,,,2023-05-01,
DEK-00002182-01,VTR-00002182,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-02-01,
DEK-00002182-02,VTR-00002182,BAUSTEIN,BS-TIER-PFERD,,,,2025-02-01,
DEK-00002183-01,VTR-00002183,HAUPTDECKUNG,,5000000.0,200.0,fix,2006-03-01,2011-09-01
DEK-00002184-01,VTR-00002184,HAUPTDECKUNG,,5000000.0,0.0,fix,2012-02-01,2014-10-01
DEK-00002185-01,VTR-00002185,HAUPTDECKUNG,,20000000.0,150.0,fix,2019-02-01,
DEK-00002185-02,VTR-00002185,BAUSTEIN,BS-TIER-HUND,,,,2019-02-01,
DEK-00002186-01,VTR-00002186,HAUPTDECKUNG,,5000000.0,0.0,fix,2020-05-01,2022-11-01
DEK-00002186-02,VTR-00002186,BAUSTEIN,BS-GEBAEUDE,,,,2020-05-01,2022-11-01
DEK-00002187-01,VTR-00002187,HAUPTDECKUNG,,5000000.0,0.0,fix,2002-01-01,2005-10-01
DEK-00002188-01,VTR-00002188,HAUPTDECKUNG,,5000000.0,200.0,fix,2017-03-01,2023-07-01
DEK-00002189-01,VTR-00002189,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-08-01,
DEK-00002189-02,VTR-00002189,BAUSTEIN,BS-AUSFALL,,,,2025-08-01,
DEK-00002190-01,VTR-00002190,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-07-01,2024-06-01
DEK-00002190-02,VTR-00002190,BAUSTEIN,BS-BAUHERR,,,,2015-07-01,2024-06-01
DEK-00002191-01,VTR-00002191,HAUPTDECKUNG,,5000000.0,0.0,fix,2009-01-01,2017-02-01
DEK-00002192-01,VTR-00002192,HAUPTDECKUNG,,5000000.0,0.0,fix,2014-02-01,2017-02-01
DEK-00002192-02,VTR-00002192,BAUSTEIN,BS-GEBAEUDE,,,,2014-02-01,2017-02-01
DEK-00002193-01,VTR-00002193,HAUPTDECKUNG,,5000000.0,200.0,fix,2018-06-01,2022-02-01
DEK-00002193-02,VTR-00002193,BAUSTEIN,BS-GEBAEUDE,,,,2018-06-01,2022-02-01
DEK-00002194-01,VTR-00002194,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-09-01,
DEK-00002194-02,VTR-00002194,BAUSTEIN,BS-GEBAEUDE,,,,2023-09-01,
DEK-00002194-03,VTR-00002194,BAUSTEIN,BS-AUSFALL,,,,2023-09-01,
DEK-00002195-01,VTR-00002195,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-12-01,
DEK-00002195-02,VTR-00002195,BAUSTEIN,BS-GEBAEUDE,,,,2021-12-01,
DEK-00002196-01,VTR-00002196,HAUPTDECKUNG,,10000000.0,0.0,fix,2018-04-01,2021-08-01
DEK-00002196-02,VTR-00002196,BAUSTEIN,BS-KINDER,,,,2018-04-01,2021-08-01
DEK-00002197-01,VTR-00002197,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-02-01,
DEK-00002198-01,VTR-00002198,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-03-01,2019-09-01
DEK-00002198-02,VTR-00002198,BAUSTEIN,BS-GEBAEUDE,,,,2014-03-01,2019-09-01
DEK-00002199-01,VTR-00002199,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-07-01,
DEK-00002200-01,VTR-00002200,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002200-02,VTR-00002200,BAUSTEIN,BS-BAUHERR,,,,2025-10-01,
DEK-00002201-01,VTR-00002201,HAUPTDECKUNG,,20000000.0,0.0,fix,2020-09-01,
DEK-00002202-01,VTR-00002202,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-01-01,
DEK-00002202-02,VTR-00002202,BAUSTEIN,BS-GEBAEUDE,,,,2025-01-01,
DEK-00002203-01,VTR-00002203,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-08-01,
DEK-00002204-01,VTR-00002204,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-01-01,
DEK-00002204-02,VTR-00002204,BAUSTEIN,BS-TIER-HUND,,,,2025-01-01,
DEK-00002205-01,VTR-00002205,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-09-01,
DEK-00002206-01,VTR-00002206,HAUPTDECKUNG,,20000000.0,150.0,fix,2019-11-01,
DEK-00002206-02,VTR-00002206,BAUSTEIN,BS-AUSFALL,,,,2019-11-01,
DEK-00002206-03,VTR-00002206,BAUSTEIN,BS-DROHNE,,,,2019-11-01,
DEK-00002207-01,VTR-00002207,HAUPTDECKUNG,,10000000.0,0.0,fix,2018-11-01,2020-07-01
DEK-00002207-02,VTR-00002207,BAUSTEIN,BS-BAUHERR,,,,2018-11-01,2020-07-01
DEK-00002208-01,VTR-00002208,HAUPTDECKUNG,,5000000.0,200.0,fix,2009-10-01,2011-04-01
DEK-00002209-01,VTR-00002209,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-03-01,
DEK-00002210-01,VTR-00002210,HAUPTDECKUNG,,5000000.0,0.0,fix,2016-08-01,2017-11-01
DEK-00002211-01,VTR-00002211,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-08-01,
DEK-00002211-02,VTR-00002211,BAUSTEIN,BS-OELTANK,,,,2025-08-01,
DEK-00002212-01,VTR-00002212,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-04-01,
DEK-00002213-01,VTR-00002213,HAUPTDECKUNG,,5000000.0,0.0,fix,2004-11-01,2006-07-01
DEK-00002214-01,VTR-00002214,HAUPTDECKUNG,,5000000.0,0.0,fix,2008-12-01,2013-01-01
DEK-00002215-01,VTR-00002215,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002216-01,VTR-00002216,HAUPTDECKUNG,,10000000.0,200.0,fix,2020-08-01,
DEK-00002216-02,VTR-00002216,BAUSTEIN,BS-SCHLUESSEL,,,,2020-08-01,
DEK-00002217-01,VTR-00002217,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-04-01,
DEK-00002217-02,VTR-00002217,BAUSTEIN,BS-GEBAEUDE,,,,2025-04-01,
DEK-00002217-03,VTR-00002217,BAUSTEIN,BS-AUSFALL,,,,2025-04-01,
DEK-00002218-01,VTR-00002218,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-05-01,
DEK-00002218-02,VTR-00002218,BAUSTEIN,BS-OELTANK,,,,2022-05-01,
DEK-00002218-03,VTR-00002218,BAUSTEIN,BS-GEBAEUDE,,,,2022-05-01,
DEK-00002219-01,VTR-00002219,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-08-01,
DEK-00002219-02,VTR-00002219,BAUSTEIN,BS-AUSFALL,,,,2024-08-01,
DEK-00002219-03,VTR-00002219,BAUSTEIN,BS-SCHLUESSEL,,,,2024-08-01,
DEK-00002220-01,VTR-00002220,HAUPTDECKUNG,,5000000.0,200.0,fix,2018-03-01,
DEK-00002221-01,VTR-00002221,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-04-01,
DEK-00002221-02,VTR-00002221,BAUSTEIN,BS-SCHLUESSEL,,,,2016-04-01,
DEK-00002222-01,VTR-00002222,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-05-01,
DEK-00002222-02,VTR-00002222,BAUSTEIN,BS-TIER-HUND,,,,2025-05-01,
DEK-00002223-01,VTR-00002223,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-10-01,
DEK-00002223-02,VTR-00002223,BAUSTEIN,BS-GEBAEUDE,,,,2025-10-01,
DEK-00002224-01,VTR-00002224,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-10-01,
DEK-00002224-02,VTR-00002224,BAUSTEIN,BS-DROHNE,,,,2025-10-01,
DEK-00002225-01,VTR-00002225,HAUPTDECKUNG,,3000000.0,0.0,fix,2009-03-01,2012-07-01
DEK-00002226-01,VTR-00002226,HAUPTDECKUNG,,5000000.0,200.0,fix,2019-11-01,2021-02-01
DEK-00002227-01,VTR-00002227,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-11-01,2017-07-01
DEK-00002228-01,VTR-00002228,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-08-01,
DEK-00002229-01,VTR-00002229,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-10-01,2014-07-01
DEK-00002229-02,VTR-00002229,BAUSTEIN,BS-SCHLUESSEL,,,,2013-10-01,2014-07-01
DEK-00002230-01,VTR-00002230,HAUPTDECKUNG,,5000000.0,200.0,fix,2004-07-01,2020-10-01
DEK-00002231-01,VTR-00002231,HAUPTDECKUNG,,10000000.0,0.0,fix,2018-04-01,2022-12-01
DEK-00002232-01,VTR-00002232,HAUPTDECKUNG,,10000000.0,200.0,fix,2019-07-01,
DEK-00002233-01,VTR-00002233,HAUPTDECKUNG,,5000000.0,200.0,fix,2019-01-01,2023-05-01
DEK-00002234-01,VTR-00002234,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-02-01,
DEK-00002234-02,VTR-00002234,BAUSTEIN,BS-AUSFALL,,,,2025-02-01,
DEK-00002234-03,VTR-00002234,BAUSTEIN,BS-KINDER,,,,2025-02-01,
DEK-00002235-01,VTR-00002235,HAUPTDECKUNG,,20000000.0,150.0,fix,2025-07-01,
DEK-00002236-01,VTR-00002236,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-01-01,2021-05-01
DEK-00002236-02,VTR-00002236,BAUSTEIN,BS-GEBAEUDE,,,,2014-01-01,2021-05-01
DEK-00002237-01,VTR-00002237,HAUPTDECKUNG,,5000000.0,200.0,fix,2017-11-01,
DEK-00002237-02,VTR-00002237,BAUSTEIN,BS-SCHLUESSEL,,,,2017-11-01,
DEK-00002238-01,VTR-00002238,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-04-01,
DEK-00002238-02,VTR-00002238,BAUSTEIN,BS-KINDER,,,,2025-04-01,
DEK-00002239-01,VTR-00002239,HAUPTDECKUNG,,50000000.0,0.0,fix,2024-06-01,
DEK-00002239-02,VTR-00002239,BAUSTEIN,BS-GEBAEUDE,,,,2024-06-01,
DEK-00002239-03,VTR-00002239,BAUSTEIN,BS-AUSFALL,,,,2024-06-01,
DEK-00002239-04,VTR-00002239,BAUSTEIN,BS-KINDER,,,,2024-06-01,
DEK-00002240-01,VTR-00002240,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-05-01,
DEK-00002241-01,VTR-00002241,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002241-02,VTR-00002241,BAUSTEIN,BS-TIER-HUND,,,,2025-11-01,
DEK-00002241-03,VTR-00002241,BAUSTEIN,BS-TIER-PFERD,,,,2025-11-01,
DEK-00002242-01,VTR-00002242,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-12-01,
DEK-00002242-02,VTR-00002242,BAUSTEIN,BS-AUSFALL,,,,2021-12-01,
DEK-00002242-03,VTR-00002242,BAUSTEIN,BS-KINDER,,,,2021-12-01,
DEK-00002243-01,VTR-00002243,HAUPTDECKUNG,,20000000.0,150.0,fix,2014-04-01,2017-05-01
DEK-00002243-02,VTR-00002243,BAUSTEIN,BS-TIER-PFERD,,,,2014-04-01,2017-05-01
DEK-00002244-01,VTR-00002244,HAUPTDECKUNG,,10000000.0,100.0,fix,2020-10-01,
DEK-00002245-01,VTR-00002245,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-07-01,
DEK-00002246-01,VTR-00002246,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-08-01,
DEK-00002246-02,VTR-00002246,BAUSTEIN,BS-KINDER,,,,2025-08-01,
DEK-00002247-01,VTR-00002247,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-02-01,
DEK-00002247-02,VTR-00002247,BAUSTEIN,BS-BAUHERR,,,,2025-02-01,
DEK-00002248-01,VTR-00002248,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-01-01,
DEK-00002248-02,VTR-00002248,BAUSTEIN,BS-GEBAEUDE,,,,2013-01-01,
DEK-00002249-01,VTR-00002249,HAUPTDECKUNG,,5000000.0,500.0,fix,2017-04-01,2018-02-01
DEK-00002250-01,VTR-00002250,HAUPTDECKUNG,,5000000.0,0.0,fix,2019-10-01,2022-07-01
DEK-00002251-01,VTR-00002251,HAUPTDECKUNG,,5000000.0,200.0,fix,2020-06-01,
DEK-00002251-02,VTR-00002251,BAUSTEIN,BS-GEBAEUDE,,,,2020-06-01,
DEK-00002252-01,VTR-00002252,HAUPTDECKUNG,,10000000.0,500.0,fix,2015-11-01,2019-08-01
DEK-00002253-01,VTR-00002253,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-09-01,
DEK-00002254-01,VTR-00002254,HAUPTDECKUNG,,5000000.0,200.0,fix,2009-12-01,2016-02-01
DEK-00002255-01,VTR-00002255,HAUPTDECKUNG,,20000000.0,0.0,fix,2020-04-01,2024-06-01
DEK-00002255-02,VTR-00002255,BAUSTEIN,BS-KINDER,,,,2020-04-01,2024-06-01
DEK-00002256-01,VTR-00002256,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-11-01,
DEK-00002256-02,VTR-00002256,BAUSTEIN,BS-KINDER,,,,2025-11-01,
DEK-00002257-01,VTR-00002257,HAUPTDECKUNG,,5000000.0,200.0,fix,2006-10-01,2022-04-01
DEK-00002258-01,VTR-00002258,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-04-01,
DEK-00002259-01,VTR-00002259,HAUPTDECKUNG,,5000000.0,100.0,fix,2015-01-01,
DEK-00002260-01,VTR-00002260,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-03-01,2017-12-01
DEK-00002261-01,VTR-00002261,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-11-01,
DEK-00002262-01,VTR-00002262,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-08-01,2022-02-01
DEK-00002263-01,VTR-00002263,HAUPTDECKUNG,,10000000.0,100.0,fix,2020-08-01,2021-09-01
DEK-00002264-01,VTR-00002264,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-08-01,
DEK-00002264-02,VTR-00002264,BAUSTEIN,BS-AUSFALL,,,,2022-08-01,
DEK-00002264-03,VTR-00002264,BAUSTEIN,BS-DROHNE,,,,2022-08-01,
DEK-00002265-01,VTR-00002265,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002266-01,VTR-00002266,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-02-01,
DEK-00002267-01,VTR-00002267,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-09-01,
DEK-00002267-02,VTR-00002267,BAUSTEIN,BS-AUSFALL,,,,2024-09-01,
DEK-00002268-01,VTR-00002268,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-08-01,
DEK-00002268-02,VTR-00002268,BAUSTEIN,BS-GEBAEUDE,,,,2024-08-01,
DEK-00002268-03,VTR-00002268,BAUSTEIN,BS-AUSFALL,,,,2024-08-01,
DEK-00002268-04,VTR-00002268,BAUSTEIN,BS-SCHLUESSEL,,,,2024-08-01,
DEK-00002268-05,VTR-00002268,BAUSTEIN,BS-KINDER,,,,2024-08-01,
DEK-00002268-06,VTR-00002268,BAUSTEIN,BS-DROHNE,,,,2024-08-01,
DEK-00002269-01,VTR-00002269,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-02-01,
DEK-00002269-02,VTR-00002269,BAUSTEIN,BS-GEBAEUDE,,,,2023-02-01,
DEK-00002269-03,VTR-00002269,BAUSTEIN,BS-SCHLUESSEL,,,,2023-02-01,
DEK-00002270-01,VTR-00002270,HAUPTDECKUNG,,10000000.0,200.0,fix,2014-03-01,2019-06-01
DEK-00002271-01,VTR-00002271,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-05-01,
DEK-00002271-02,VTR-00002271,BAUSTEIN,BS-TIER-PFERD,,,,2025-05-01,
DEK-00002272-01,VTR-00002272,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-12-01,2019-02-01
DEK-00002272-02,VTR-00002272,BAUSTEIN,BS-GEBAEUDE,,,,2015-12-01,2019-02-01
DEK-00002273-01,VTR-00002273,HAUPTDECKUNG,,5000000.0,0.0,fix,2016-10-01,2020-03-01
DEK-00002274-01,VTR-00002274,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-12-01,
DEK-00002275-01,VTR-00002275,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-05-01,
DEK-00002276-01,VTR-00002276,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-03-01,
DEK-00002276-02,VTR-00002276,BAUSTEIN,BS-GEBAEUDE,,,,2025-03-01,
DEK-00002276-03,VTR-00002276,BAUSTEIN,BS-KINDER,,,,2025-03-01,
DEK-00002277-01,VTR-00002277,HAUPTDECKUNG,,50000000.0,0.0,fix,2021-09-01,2022-01-01
DEK-00002278-01,VTR-00002278,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-04-01,
DEK-00002278-02,VTR-00002278,BAUSTEIN,BS-AUSFALL,,,,2022-04-01,
DEK-00002279-01,VTR-00002279,HAUPTDECKUNG,,10000000.0,0.0,fix,2016-08-01,2022-11-01
DEK-00002279-02,VTR-00002279,BAUSTEIN,BS-KINDER,,,,2016-08-01,2022-11-01
DEK-00002280-01,VTR-00002280,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-06-01,2021-11-01
DEK-00002280-02,VTR-00002280,BAUSTEIN,BS-TIER-HUND,,,,2015-06-01,2021-11-01
DEK-00002281-01,VTR-00002281,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-10-01,
DEK-00002282-01,VTR-00002282,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-06-01,
DEK-00002282-02,VTR-00002282,BAUSTEIN,BS-AUSFALL,,,,2022-06-01,
DEK-00002282-03,VTR-00002282,BAUSTEIN,BS-DROHNE,,,,2022-06-01,
DEK-00002283-01,VTR-00002283,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-09-01,2021-10-01
DEK-00002284-01,VTR-00002284,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-07-01,
DEK-00002284-02,VTR-00002284,BAUSTEIN,BS-TIER-PFERD,,,,2025-07-01,
DEK-00002285-01,VTR-00002285,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-01-01,
DEK-00002285-02,VTR-00002285,BAUSTEIN,BS-TIER-HUND,,,,2025-01-01,
DEK-00002286-01,VTR-00002286,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-03-01,
DEK-00002287-01,VTR-00002287,HAUPTDECKUNG,,10000000.0,500.0,fix,2025-07-01,
DEK-00002288-01,VTR-00002288,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-12-01,
