curated_id,quellsystem,quell_id,match_methode,match_score,gueltig_von,gueltig_bis,bemerkung
PTR-00000532,HAPO,20000299,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000533,HAPO,20000300,MIGRATIONSLOG,1.0,2004-04-01,2025-05-15,
PTR-00000535,HAPO,20000301,MIGRATIONSLOG,1.0,2001-11-01,2025-05-15,
PTR-00000536,HAPO,20000302,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000541,HAPO,20000303,MIGRATIONSLOG,1.0,2017-06-01,2025-05-15,
PTR-00000542,HAPO,20000304,MIGRATIONSLOG,1.0,2015-03-01,2025-05-15,
PTR-00000549,HAPO,20000305,MIGRATIONSLOG,1.0,2009-12-01,2025-05-15,
PTR-00000550,HAPO,20000306,MIGRATIONSLOG,1.0,2003-09-01,2025-05-15,
PTR-00000551,HAPO,20000307,MIGRATIONSLOG,1.0,2025-09-01,2025-05-15,
PTR-00000552,HAPO,20000308,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000554,HAPO,20000309,MIGRATIONSLOG,1.0,2002-04-01,2025-05-15,
PTR-00000555,HAPO,20000310,MIGRATIONSLOG,1.0,1994-10-01,2025-05-15,
PTR-00000556,HAPO,20000311,MIGRATIONSLOG,1.0,2016-09-01,2025-05-15,
PTR-00000563,HAPO,20000312,MIGRATIONSLOG,1.0,2016-01-01,2025-05-15,
PTR-00000564,HAPO,20000313,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000565,HAPO,20000314,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000568,HAPO,20000315,MIGRATIONSLOG,1.0,2016-01-01,2025-05-15,
PTR-00000569,HAPO,20000316,MIGRATIONSLOG,1.0,2011-08-01,2025-05-15,
PTR-00000571,HAPO,20000317,MIGRATIONSLOG,1.0,2011-06-01,2025-05-15,
PTR-00000572,HAPO,20000318,MIGRATIONSLOG,1.0,2014-08-01,2025-05-15,
PTR-00000573,HAPO,20000319,MIGRATIONSLOG,1.0,2007-09-01,2025-05-15,
PTR-00000576,HAPO,20000320,MIGRATIONSLOG,1.0,2018-07-01,2025-05-15,
PTR-00000579,HAPO,20000321,MIGRATIONSLOG,1.0,2009-02-01,2025-05-15,
PTR-00000581,HAPO,20000322,MIGRATIONSLOG,1.0,2017-05-01,2025-05-15,
PTR-00000583,HAPO,20000323,MIGRATIONSLOG,1.0,2002-10-01,2025-05-15,
PTR-00000584,HAPO,20000324,MIGRATIONSLOG,1.0,2022-11-01,2025-05-15,
PTR-00000585,HAPO,20000325,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000586,HAPO,20000326,MIGRATIONSLOG,1.0,2014-11-01,2025-05-15,
PTR-00000588,HAPO,20000327,MIGRATIONSLOG,1.0,2018-05-01,2025-05-15,
PTR-00000590,HAPO,20000328,MIGRATIONSLOG,1.0,2012-12-01,2025-05-15,
PTR-00000591,HAPO,20000329,MIGRATIONSLOG,1.0,2010-11-01,2025-05-15,
PTR-00000594,HAPO,20000330,MIGRATIONSLOG,1.0,2015-07-01,2025-05-15,
PTR-00000595,HAPO,20000331,MIGRATIONSLOG,1.0,2011-08-01,2025-05-15,
PTR-00000596,HAPO,20000332,MIGRATIONSLOG,1.0,2025-09-01,2025-05-15,
PTR-00000597,HAPO,20000333,MIGRATIONSLOG,1.0,2025-10-01,2025-05-15,
PTR-00000598,HAPO,20000334,MIGRATIONSLOG,1.0,2025-03-01,2025-05-15,
PTR-00000599,HAPO,20000335,MIGRATIONSLOG,1.0,1996-01-01,2025-05-15,
PTR-00000600,HAPO,20000336,MIGRATIONSLOG,1.0,2012-06-01,2025-05-15,
PTR-00000601,HAPO,20000337,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000602,HAPO,20000338,MIGRATIONSLOG,1.0,2022-12-01,2025-05-15,
PTR-00000603,HAPO,20000339,MIGRATIONSLOG,1.0,2007-12-01,2025-05-15,
PTR-00000604,HAPO,20000340,MIGRATIONSLOG,1.0,2015-06-01,2025-05-15,
PTR-00000611,HAPO,20000341,MIGRATIONSLOG,1.0,1997-09-01,2025-05-15,
PTR-00000612,HAPO,20000342,MIGRATIONSLOG,1.0,2023-03-01,2025-05-15,
PTR-00000613,HAPO,20000343,MIGRATIONSLOG,1.0,2014-07-01,2025-05-15,
PTR-00000614,HAPO,20000344,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000615,HAPO,20000345,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000616,HAPO,20000346,MIGRATIONSLOG,1.0,2016-09-01,2025-05-15,
PTR-00000618,HAPO,20000347,MIGRATIONSLOG,1.0,2008-04-01,2025-05-15,
PTR-00000619,HAPO,20000348,MIGRATIONSLOG,1.0,2013-10-01,2025-05-15,
PTR-00000620,HAPO,20000349,MIGRATIONSLOG,1.0,2009-10-01,2025-05-15,
PTR-00000621,HAPO,20000350,MIGRATIONSLOG,1.0,2012-02-01,2025-05-15,
PTR-00000622,HAPO,20000351,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000623,HAPO,20000352,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000624,HAPO,20000353,MIGRATIONSLOG,1.0,2006-09-01,2025-05-15,
PTR-00000625,HAPO,20000354,MIGRATIONSLOG,1.0,2016-04-01,2025-05-15,
PTR-00000626,HAPO,20000355,MIGRATIONSLOG,1.0,2005-07-01,2025-05-15,
PTR-00000630,HAPO,20000356,MIGRATIONSLOG,1.0,2014-06-01,2025-05-15,
PTR-00000631,HAPO,20000357,MIGRATIONSLOG,1.0,1999-08-01,2025-05-15,
PTR-00000632,HAPO,20000358,MIGRATIONSLOG,1.0,2005-11-01,2025-05-15,
PTR-00000633,HAPO,20000359,MIGRATIONSLOG,1.0,2015-10-01,2025-05-15,
PTR-00000634,HAPO,20000360,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000635,HAPO,20000361,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000642,HAPO,20000362,MIGRATIONSLOG,1.0,1996-04-01,2025-05-15,
PTR-00000643,HAPO,20000363,MIGRATIONSLOG,1.0,2018-11-01,2025-05-15,
PTR-00000644,HAPO,20000364,MIGRATIONSLOG,1.0,2015-03-01,2025-05-15,
PTR-00000645,HAPO,20000365,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000646,HAPO,20000366,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000648,HAPO,20000367,MIGRATIONSLOG,1.0,2020-09-01,2025-05-15,
PTR-00000649,HAPO,20000368,MIGRATIONSLOG,1.0,2013-04-01,2025-05-15,
PTR-00000653,HAPO,20000369,MIGRATIONSLOG,1.0,2001-01-01,2025-05-15,
PTR-00000661,HAPO,20000370,MIGRATIONSLOG,1.0,2019-02-01,2025-05-15,
PTR-00000662,HAPO,20000371,MIGRATIONSLOG,1.0,2018-02-01,2025-05-15,
PTR-00000664,HAPO,20000372,MIGRATIONSLOG,1.0,2016-02-01,2025-05-15,
PTR-00000665,HAPO,20000373,MIGRATIONSLOG,1.0,2001-08-01,2025-05-15,
PTR-00000666,HAPO,20000374,MIGRATIONSLOG,1.0,2018-05-01,2025-05-15,
PTR-00000667,HAPO,20000375,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000668,HAPO,20000376,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000669,HAPO,20000377,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000678,HAPO,20000378,MIGRATIONSLOG,1.0,2019-11-01,2025-05-15,
PTR-00000679,HAPO,20000379,MIGRATIONSLOG,1.0,2018-02-01,2025-05-15,
PTR-00000680,HAPO,20000380,MIGRATIONSLOG,1.0,2005-01-01,2025-05-15,
PTR-00000681,HAPO,20000381,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000682,HAPO,20000382,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000683,HAPO,20000383,MIGRATIONSLOG,1.0,2019-01-01,2025-05-15,
PTR-00000685,HAPO,20000384,MIGRATIONSLOG,1.0,2013-08-01,2025-05-15,
PTR-00000686,HAPO,20000385,MIGRATIONSLOG,1.0,2022-02-01,2025-05-15,
PTR-00000687,HAPO,20000386,MIGRATIONSLOG,1.0,2007-09-01,2025-05-15,
PTR-00000688,HAPO,20000387,MIGRATIONSLOG,1.0,2015-01-01,2025-05-15,
PTR-00000689,HAPO,20000388,MIGRATIONSLOG,1.0,2010-11-01,2025-05-15,
PTR-00000692,HAPO,20000389,MIGRATIONSLOG,1.0,2000-09-01,2025-05-15,
PTR-00000696,HAPO,20000390,MIGRATIONSLOG,1.0,2009-12-01,2025-05-15,
PTR-00000704,HAPO,20000391,MIGRATIONSLOG,1.0,2015-03-01,2025-05-15,
PTR-00000705,HAPO,20000392,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000715,HAPO,20000393,MIGRATIONSLOG,1.0,2013-01-01,2025-05-15,
PTR-00000716,HAPO,20000394,MIGRATIONSLOG,1.0,2017-07-01,2025-05-15,
PTR-00000727,HAPO,20000395,MIGRATIONSLOG,1.0,2020-01-01,2025-05-15,
PTR-00000729,HAPO,20000396,MIGRATIONSLOG,1.0,2020-09-01,2025-05-15,
PTR-00000730,HAPO,20000397,MIGRATIONSLOG,1.0,2013-10-01,2025-05-15,
PTR-00000731,HAPO,20000398,MIGRATIONSLOG,1.0,2009-07-01,2025-05-15,
PTR-00000732,HAPO,20000399,MIGRATIONSLOG,1.0,2003-07-01,2025-05-15,
PTR-00000733,HAPO,20000400,MIGRATIONSLOG,1.0,2015-07-01,2025-05-15,
PTR-00000735,HAPO,20000401,MIGRATIONSLOG,1.0,2004-12-01,2025-05-15,
PTR-00000746,HAPO,20000402,MIGRATIONSLOG,1.0,2005-10-01,2025-05-15,
PTR-00000747,HAPO,20000403,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000753,HAPO,20000404,MIGRATIONSLOG,1.0,2003-05-01,2025-05-15,
PTR-00000754,HAPO,20000405,MIGRATIONSLOG,1.0,2014-04-01,2025-05-15,
PTR-00000755,HAPO,20000406,MIGRATIONSLOG,1.0,2005-05-01,2025-05-15,
PTR-00000756,HAPO,20000407,MIGRATIONSLOG,1.0,2012-03-01,2025-05-15,
PTR-00000757,HAPO,20000408,MIGRATIONSLOG,1.0,1999-07-01,2025-05-15,
PTR-00000761,HAPO,20000409,MIGRATIONSLOG,1.0,2014-01-01,2025-05-15,
PTR-00000762,HAPO,20000410,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000764,HAPO,20000411,MIGRATIONSLOG,1.0,2020-11-01,2025-05-15,
PTR-00000769,HAPO,20000412,MIGRATIONSLOG,1.0,2018-03-01,2025-05-15,
PTR-00000770,HAPO,20000413,MIGRATIONSLOG,1.0,2002-10-01,2025-05-15,
PTR-00000771,HAPO,20000414,MIGRATIONSLOG,1.0,1995-11-01,2025-05-15,
PTR-00000772,HAPO,20000415,MIGRATIONSLOG,1.0,2020-10-01,2025-05-15,
PTR-00000773,HAPO,20000416,MIGRATIONSLOG,1.0,2011-11-01,2025-05-15,
PTR-00000774,HAPO,20000417,MIGRATIONSLOG,1.0,1999-07-01,2025-05-15,
PTR-00000775,HAPO,20000418,MIGRATIONSLOG,1.0,2016-06-01,2025-05-15,
PTR-00000776,HAPO,20000419,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000777,HAPO,20000420,MIGRATIONSLOG,1.0,2010-12-01,2025-05-15,
PTR-00000785,HAPO,20000421,MIGRATIONSLOG,1.0,2018-05-01,2025-05-15,
PTR-00000786,HAPO,20000422,MIGRATIONSLOG,1.0,2001-02-01,2025-05-15,
PTR-00000788,HAPO,20000423,MIGRATIONSLOG,1.0,2006-11-01,2025-05-15,
PTR-00000790,HAPO,20000424,MIGRATIONSLOG,1.0,2012-12-01,2025-05-15,
PTR-00000791,HAPO,20000425,MIGRATIONSLOG,1.0,2008-03-01,2025-05-15,
PTR-00000793,HAPO,20000426,MIGRATIONSLOG,1.0,2014-02-01,2025-05-15,
PTR-00000794,HAPO,20000427,MIGRATIONSLOG,1.0,2010-06-01,2025-05-15,
PTR-00000795,HAPO,20000428,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000798,HAPO,20000429,MIGRATIONSLOG,1.0,2004-01-01,2025-05-15,
PTR-00000799,HAPO,20000430,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000800,HAPO,20000431,MIGRATIONSLOG,1.0,1996-04-01,2025-05-15,
PTR-00000803,HAPO,20000432,MIGRATIONSLOG,1.0,2002-06-01,2025-05-15,
PTR-00000804,HAPO,20000433,MIGRATIONSLOG,1.0,2010-03-01,2025-05-15,
PTR-00000805,HAPO,20000434,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000806,HAPO,20000435,MIGRATIONSLOG,1.0,2025-07-01,2025-05-15,
PTR-00000807,HAPO,20000436,MIGRATIONSLOG,1.0,2025-07-01,2025-05-15,
PTR-00000808,HAPO,20000437,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000810,HAPO,20000438,MIGRATIONSLOG,1.0,2013-04-01,2025-05-15,
PTR-00000812,HAPO,20000439,MIGRATIONSLOG,1.0,2014-01-01,2025-05-15,
PTR-00000814,HAPO,20000440,MIGRATIONSLOG,1.0,2016-04-01,2025-05-15,
PTR-00000815,HAPO,20000441,MIGRATIONSLOG,1.0,2003-08-01,2025-05-15,
PTR-00000816,HAPO,20000442,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000818,HAPO,20000443,MIGRATIONSLOG,1.0,2015-08-01,2025-05-15,
PTR-00000819,HAPO,20000444,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000820,HAPO,20000445,MIGRATIONSLOG,1.0,2012-02-01,2025-05-15,
PTR-00000821,HAPO,20000446,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000822,HAPO,20000447,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000823,HAPO,20000448,MIGRATIONSLOG,1.0,2004-07-01,2025-05-15,
PTR-00000824,HAPO,20000449,MIGRATIONSLOG,1.0,2014-08-01,2025-05-15,
PTR-00000825,HAPO,20000450,MIGRATIONSLOG,1.0,2015-12-01,2025-05-15,
PTR-00000826,HAPO,20000451,MIGRATIONSLOG,1.0,2013-02-01,2025-05-15,
PTR-00000828,HAPO,20000452,MIGRATIONSLOG,1.0,2012-02-01,2025-05-15,
PTR-00000833,HAPO,20000453,MIGRATIONSLOG,1.0,2008-08-01,2025-05-15,
PTR-00000834,HAPO,20000454,MIGRATIONSLOG,1.0,2017-08-01,2025-05-15,
PTR-00000835,HAPO,20000455,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000836,HAPO,20000456,MIGRATIONSLOG,1.0,2008-10-01,2025-05-15,
PTR-00000838,HAPO,20000457,MIGRATIONSLOG,1.0,2016-07-01,2025-05-15,
PTR-00000839,HAPO,20000458,MIGRATIONSLOG,1.0,2017-12-01,2025-05-15,
PTR-00000842,HAPO,20000459,MIGRATIONSLOG,1.0,2017-03-01,2025-05-15,
PTR-00000847,HAPO,20000460,MIGRATIONSLOG,1.0,2017-06-01,2025-05-15,
PTR-00000848,HAPO,20000461,MIGRATIONSLOG,1.0,2019-02-01,2025-05-15,
PTR-00000849,HAPO,20000462,MIGRATIONSLOG,1.0,2002-03-01,2025-05-15,
PTR-00000850,HAPO,20000463,MIGRATIONSLOG,1.0,2017-04-01,2025-05-15,
PTR-00000851,HAPO,20000464,MIGRATIONSLOG,1.0,2013-08-01,2025-05-15,
PTR-00000852,HAPO,20000465,MIGRATIONSLOG,1.0,2009-01-01,2025-05-15,
PTR-00000853,HAPO,20000466,MIGRATIONSLOG,1.0,2016-04-01,2025-05-15,
PTR-00000854,HAPO,20000467,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000856,HAPO,20000468,MIGRATIONSLOG,1.0,2013-05-01,2025-05-15,
PTR-00000859,HAPO,20000469,MIGRATIONSLOG,1.0,2009-03-01,2025-05-15,
PTR-00000860,HAPO,20000470,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000865,HAPO,20000471,MIGRATIONSLOG,1.0,2018-06-01,2025-05-15,
PTR-00000866,HAPO,20000472,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000867,HAPO,20000473,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000868,HAPO,20000474,MIGRATIONSLOG,1.0,2014-10-01,2025-05-15,
PTR-00000869,HAPO,20000475,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000870,HAPO,20000476,MIGRATIONSLOG,1.0,2025-11-01,2025-05-15,
PTR-00000871,HAPO,20000477,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000872,HAPO,20000478,MIGRATIONSLOG,1.0,2016-05-01,2025-05-15,
PTR-00000873,HAPO,20000479,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000874,HAPO,20000480,MIGRATIONSLOG,1.0,2013-02-01,2025-05-15,
PTR-00000875,HAPO,20000481,MIGRATIONSLOG,1.0,2014-09-01,2025-05-15,
PTR-00000876,HAPO,20000482,MIGRATIONSLOG,1.0,2011-12-01,2025-05-15,
PTR-00000879,HAPO,20000483,MIGRATIONSLOG,1.0,2015-02-01,2025-05-15,
PTR-00000880,HAPO,20000484,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000881,HAPO,20000485,MIGRATIONSLOG,1.0,2013-11-01,2025-05-15,
PTR-00000882,HAPO,20000486,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000883,HAPO,20000487,MIGRATIONSLOG,1.0,2025-05-01,2025-05-15,
PTR-00000884,HAPO,20000488,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000885,HAPO,20000489,MIGRATIONSLOG,1.0,2025-10-01,2025-05-15,
PTR-00000888,HAPO,20000490,MIGRATIONSLOG,1.0,2018-10-01,2025-05-15,
PTR-00000889,HAPO,20000491,MIGRATIONSLOG,1.0,2015-01-01,2025-05-15,
PTR-00000890,HAPO,20000492,MIGRATIONSLOG,1.0,2006-04-01,2025-05-15,
PTR-00000891,HAPO,20000493,MIGRATIONSLOG,1.0,2002-12-01,2025-05-15,
PTR-00000892,HAPO,20000494,MIGRATIONSLOG,1.0,2015-02-01,2025-05-15,
PTR-00000893,HAPO,20000495,MIGRATIONSLOG,1.0,2011-02-01,2025-05-15,
PTR-00000894,HAPO,20000496,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000895,HAPO,20000497,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000896,HAPO,20000498,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000897,HAPO,20000499,MIGRATIONSLOG,1.0,2009-12-01,2025-05-15,
PTR-00000898,HAPO,20000500,MIGRATIONSLOG,1.0,2018-06-01,2025-05-15,
PTR-00000905,HAPO,20000501,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000907,HAPO,20000502,MIGRATIONSLOG,1.0,2019-11-01,2025-05-15,
PTR-00000909,HAPO,20000503,MIGRATIONSLOG,1.0,2003-04-01,2025-05-15,
PTR-00000910,HAPO,20000504,MIGRATIONSLOG,1.0,2012-11-01,2025-05-15,
PTR-00000911,HAPO,20000505,MIGRATIONSLOG,1.0,2007-08-01,2025-05-15,
PTR-00000912,HAPO,20000506,MIGRATIONSLOG,1.0,2005-10-01,2025-05-15,
PTR-00000916,HAPO,20000507,MIGRATIONSLOG,1.0,2014-11-01,2025-05-15,
PTR-00000920,HAPO,20000508,MIGRATIONSLOG,1.0,2014-02-01,2025-05-15,
PTR-00000924,HAPO,20000509,MIGRATIONSLOG,1.0,2014-12-01,2025-05-15,
PTR-00000925,HAPO,20000510,MIGRATIONSLOG,1.0,2015-12-01,2025-05-15,
PTR-00000926,HAPO,20000511,MIGRATIONSLOG,1.0,2019-05-01,2025-05-15,
PTR-00000927,HAPO,20000512,MIGRATIONSLOG,1.0,2015-08-01,2025-05-15,
PTR-00000928,HAPO,20000513,MIGRATIONSLOG,1.0,2003-02-01,2025-05-15,
PTR-00000930,HAPO,20000514,MIGRATIONSLOG,1.0,2015-06-01,2025-05-15,
PTR-00000932,HAPO,20000515,MIGRATIONSLOG,1.0,2003-02-01,2025-05-15,
PTR-00000937,HAPO,20000516,MIGRATIONSLOG,1.0,2020-06-01,2025-05-15,
PTR-00000938,HAPO,20000517,MIGRATIONSLOG,1.0,2012-02-01,2025-05-15,
PTR-00000939,HAPO,20000518,MIGRATIONSLOG,1.0,2016-03-01,2025-05-15,
PTR-00000940,HAPO,20000519,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000941,HAPO,20000520,MIGRATIONSLOG,1.0,2025-08-01,2025-05-15,
PTR-00000945,HAPO,20000521,MIGRATIONSLOG,1.0,2008-03-01,2025-05-15,
PTR-00000946,HAPO,20000522,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000947,HAPO,20000523,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000948,HAPO,20000524,MIGRATIONSLOG,1.0,2012-09-01,2025-05-15,
PTR-00000949,HAPO,20000525,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000951,HAPO,20000526,MIGRATIONSLOG,1.0,2012-10-01,2025-05-15,
PTR-00000952,HAPO,20000527,MIGRATIONSLOG,1.0,2019-11-01,2025-05-15,
PTR-00000953,HAPO,20000528,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000954,HAPO,20000529,MIGRATIONSLOG,1.0,2008-08-01,2025-05-15,
PTR-00000955,HAPO,20000530,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000956,HAPO,20000531,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000957,HAPO,20000532,MIGRATIONSLOG,1.0,2025-12-01,2025-05-15,
PTR-00000958,HAPO,20000533,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000959,HAPO,20000534,MIGRATIONSLOG,1.0,2014-12-01,2025-05-15,
PTR-00000960,HAPO,20000535,MIGRATIONSLOG,1.0,2009-06-01,2025-05-15,
PTR-00000961,HAPO,20000536,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000962,HAPO,20000537,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000963,HAPO,20000538,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000965,HAPO,20000539,MIGRATIONSLOG,1.0,2014-06-01,2025-05-15,
PTR-00000966,HAPO,20000540,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000967,HAPO,20000541,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000970,HAPO,20000542,MIGRATIONSLOG,1.0,2010-04-01,2025-05-15,
PTR-00000971,HAPO,20000543,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000973,HAPO,20000544,MIGRATIONSLOG,1.0,2005-02-01,2025-05-15,
PTR-00000974,HAPO,20000545,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000975,HAPO,20000546,MIGRATIONSLOG,1.0,2001-09-01,2025-05-15,
PTR-00000976,HAPO,20000547,MIGRATIONSLOG,1.0,2006-10-01,2025-05-15,
PTR-00000977,HAPO,20000548,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000978,HAPO,20000549,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000987,HAPO,20000550,MIGRATIONSLOG,1.0,2013-09-01,2025-05-15,
PTR-00000988,HAPO,20000551,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000989,HAPO,20000552,MIGRATIONSLOG,1.0,2014-06-01,2025-05-15,
PTR-00000990,HAPO,20000553,MIGRATIONSLOG,1.0,2005-05-01,2025-05-15,
PTR-00000991,HAPO,20000554,MIGRATIONSLOG,1.0,2008-12-01,2025-05-15,
PTR-00000992,HAPO,20000555,MIGRATIONSLOG,1.0,2020-06-01,2025-05-15,
PTR-00000993,HAPO,20000556,MIGRATIONSLOG,1.0,2016-03-01,2025-05-15,
PTR-00000994,HAPO,20000557,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00000995,HAPO,20000558,MIGRATIONSLOG,1.0,2007-10-01,2025-05-15,
PTR-00000996,HAPO,20000559,MIGRATIONSLOG,1.0,,2025-05-15,
PTR-00001000,HAPO,20000560,MIGRATIONSLOG,1.0,2017-07-01,2025-05-15,
PTR-00000034,HAPO,20000561,PROBABILISTISCH,0.82,,2014-09-01,Dublette innerhalb des Systems nach Umzug
PTR-00000089,HAPO,20000562,PROBABILISTISCH,0.71,,2013-06-01,Dublette innerhalb des Systems nach Umzug
PTR-00000215,HAPO,20000563,PROBABILISTISCH,0.77,,2013-02-01,Dublette innerhalb des Systems nach Umzug
PTR-00000219,HAPO,20000564,PROBABILISTISCH,0.75,,2012-05-01,Dublette innerhalb des Systems nach Umzug
PTR-00000300,HAPO,20000565,PROBABILISTISCH,0.71,,2016-01-01,Dublette innerhalb des Systems nach Umzug
PTR-00000357,HAPO,20000566,PROBABILISTISCH,0.84,,2014-06-01,Dublette innerhalb des Systems nach Umzug
PTR-00000422,HAPO,20000567,PROBABILISTISCH,0.85,,2009-07-01,Dublette innerhalb des Systems nach Umzug
PTR-00000494,HAPO,20000568,PROBABILISTISCH,0.77,,2007-11-01,Dublette innerhalb des Systems nach Umzug
PTR-00000573,HAPO,20000569,PROBABILISTISCH,0.72,,2009-09-01,Dublette innerhalb des Systems nach Umzug
PTR-00000595,HAPO,20000570,PROBABILISTISCH,0.73,,2014-09-01,Dublette innerhalb des Systems nach Umzug
PTR-00000599,HAPO,20000571,PROBABILISTISCH,0.81,,2015-07-01,Dublette innerhalb des Systems nach Umzug
PTR-00000685,HAPO,20000572,PROBABILISTISCH,0.74,,2010-07-01,Dublette innerhalb des Systems nach Umzug
PTR-00000696,HAPO,20000573,PROBABILISTISCH,0.78,,2016-06-01,Dublette innerhalb des Systems nach Umzug
PTR-00000880,HAPO,20000574,PROBABILISTISCH,0.71,,2007-08-01,Dublette innerhalb des Systems nach Umzug
PTR-00000912,HAPO,20000575,PROBABILISTISCH,0.87,,2016-02-01,Dublette innerhalb des Systems nach Umzug
PTR-00000001,VERA,10000001,MIGRATIONSLOG,1.0,2016-03-01,2025-11-15,in beiden Altsystemen
PTR-00000003,VERA,10000002,PROBABILISTISCH,0.88,2016-01-01,2025-11-15,"Dublette zu anderem Altsystem, Schreibweise/Adresse abweichend"
PTR-00000005,VERA,10000003,MIGRATIONSLOG,1.0,1995-07-01,2025-11-15,in beiden Altsystemen
PTR-00000006,VERA,10000004,MIGRATIONSLOG,1.0,2016-04-01,2025-11-15,
PTR-00000011,VERA,10000005,PROBABILISTISCH,0.82,2019-05-01,2025-11-15,"Dublette zu anderem Altsystem, Schreibweise/Adresse abweichend"
PTR-00000012,VERA,10000006,MIGRATIONSLOG,1.0,,2025-11-15,
PTR-00000014,VERA,10000007,MIGRATIONSLOG,1.0,2018-03-01,2025-11-15,
PTR-00000015,VERA,10000008,MIGRATIONSLOG,1.0,,2025-11-15,in beiden Altsystemen
PTR-00000016,VERA,10000009,MIGRATIONSLOG,1.0,,2025-11-15,
PTR-00000019,VERA,10000010,MIGRATIONSLOG,1.0,,2025-11-15,in beiden Altsystemen
PTR-00000020,VERA,10000011,PROBABILISTISCH,0.88,,2025-11-15,"Dublette zu anderem Altsystem, Schreibweise/Adresse abweichend"
PTR-00000030,VERA,10000012,PROBABILISTISCH,0.84,2007-04-01,2025-11-15,"Dublette zu anderem Altsystem, Schreibweise/Adresse abweichend"
PTR-00000032,VERA,10000013,MIGRATIONSLOG,1.0,2018-06-01,2025-11-15,in beiden Altsystemen
