welle,objekttyp,quellsystem,quell_id,ziel_id,zeitpunkt,ergebnis,meldung
HP-2025-Q2,PARTNER,HAPO,20000252,PTR-00000451,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000253,PTR-00000452,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000254,PTR-00000457,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000255,PTR-00000458,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000256,PTR-00000459,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000257,PTR-00000464,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000258,PTR-00000465,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000259,PTR-00000466,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000260,PTR-00000467,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000261,PTR-00000468,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000262,PTR-00000469,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000263,PTR-00000470,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000264,PTR-00000471,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000265,PTR-00000481,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000266,PTR-00000482,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000267,PTR-00000483,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000268,PTR-00000484,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000269,PTR-00000485,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000270,PTR-00000489,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000271,PTR-00000490,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000272,PTR-00000491,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000273,PTR-00000492,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000274,PTR-00000493,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000275,PTR-00000494,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000276,PTR-00000500,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000277,PTR-00000501,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000278,PTR-00000502,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000279,PTR-00000503,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000280,PTR-00000504,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000281,PTR-00000505,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000282,PTR-00000508,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000283,PTR-00000509,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000284,PTR-00000513,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000285,PTR-00000514,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000286,PTR-00000515,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000287,PTR-00000516,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000288,PTR-00000519,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000289,PTR-00000520,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000290,PTR-00000521,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000291,PTR-00000522,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000292,PTR-00000523,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000293,PTR-00000524,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000294,PTR-00000526,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000295,PTR-00000527,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000296,PTR-00000528,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000297,PTR-00000529,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000298,PTR-00000531,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000299,PTR-00000532,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000300,PTR-00000533,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000301,PTR-00000535,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000302,PTR-00000536,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000303,PTR-00000541,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000304,PTR-00000542,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000305,PTR-00000549,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000306,PTR-00000550,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000307,PTR-00000551,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000308,PTR-00000552,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000309,PTR-00000554,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000310,PTR-00000555,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000311,PTR-00000556,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000312,PTR-00000563,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000313,PTR-00000564,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000314,PTR-00000565,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000315,PTR-00000568,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000316,PTR-00000569,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000317,PTR-00000571,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000318,PTR-00000572,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000319,PTR-00000573,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000320,PTR-00000576,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000321,PTR-00000579,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000322,PTR-00000581,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000323,PTR-00000583,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000324,PTR-00000584,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000325,PTR-00000585,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000326,PTR-00000586,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000327,PTR-00000588,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000328,PTR-00000590,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000329,PTR-00000591,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000330,PTR-00000594,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000331,PTR-00000595,2025-05-15,ERROR,"Adresse nicht parsebar, Partner ohne Adresse angelegt"
HP-2025-Q2,PARTNER,HAPO,20000332,PTR-00000596,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000333,PTR-00000597,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000334,PTR-00000598,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000335,PTR-00000599,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000336,PTR-00000600,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000337,PTR-00000601,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000338,PTR-00000602,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000339,PTR-00000603,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000340,PTR-00000604,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000341,PTR-00000611,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000342,PTR-00000612,2025-05-15,ERROR,"Adresse nicht parsebar, Partner ohne Adresse angelegt"
HP-2025-Q2,PARTNER,HAPO,20000343,PTR-00000613,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000344,PTR-00000614,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000345,PTR-00000615,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000346,PTR-00000616,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000347,PTR-00000618,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000348,PTR-00000619,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000349,PTR-00000620,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000350,PTR-00000621,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000351,PTR-00000622,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000352,PTR-00000623,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000353,PTR-00000624,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000354,PTR-00000625,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000355,PTR-00000626,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000356,PTR-00000630,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000357,PTR-00000631,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000358,PTR-00000632,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000359,PTR-00000633,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000360,PTR-00000634,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000361,PTR-00000635,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000362,PTR-00000642,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000363,PTR-00000643,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000364,PTR-00000644,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000365,PTR-00000645,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000366,PTR-00000646,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000367,PTR-00000648,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000368,PTR-00000649,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000369,PTR-00000653,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000370,PTR-00000661,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000371,PTR-00000662,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000372,PTR-00000664,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000373,PTR-00000665,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000374,PTR-00000666,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000375,PTR-00000667,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000376,PTR-00000668,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000377,PTR-00000669,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000378,PTR-00000678,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000379,PTR-00000679,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000380,PTR-00000680,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000381,PTR-00000681,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000382,PTR-00000682,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000383,PTR-00000683,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000384,PTR-00000685,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000385,PTR-00000686,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000386,PTR-00000687,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000387,PTR-00000688,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000388,PTR-00000689,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000389,PTR-00000692,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000390,PTR-00000696,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000391,PTR-00000704,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000392,PTR-00000705,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000393,PTR-00000715,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000394,PTR-00000716,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000395,PTR-00000727,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000396,PTR-00000729,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000397,PTR-00000730,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000398,PTR-00000731,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000399,PTR-00000732,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000400,PTR-00000733,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000401,PTR-00000735,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000402,PTR-00000746,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000403,PTR-00000747,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000404,PTR-00000753,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000405,PTR-00000754,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000406,PTR-00000755,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000407,PTR-00000756,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000408,PTR-00000757,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000409,PTR-00000761,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000410,PTR-00000762,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000411,PTR-00000764,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000412,PTR-00000769,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000413,PTR-00000770,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000414,PTR-00000771,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000415,PTR-00000772,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000416,PTR-00000773,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000417,PTR-00000774,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000418,PTR-00000775,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000419,PTR-00000776,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000420,PTR-00000777,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000421,PTR-00000785,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000422,PTR-00000786,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000423,PTR-00000788,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000424,PTR-00000790,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000425,PTR-00000791,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000426,PTR-00000793,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000427,PTR-00000794,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000428,PTR-00000795,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000429,PTR-00000798,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000430,PTR-00000799,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000431,PTR-00000800,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000432,PTR-00000803,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000433,PTR-00000804,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000434,PTR-00000805,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000435,PTR-00000806,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000436,PTR-00000807,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000437,PTR-00000808,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000438,PTR-00000810,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000439,PTR-00000812,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000440,PTR-00000814,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000441,PTR-00000815,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000442,PTR-00000816,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000443,PTR-00000818,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000444,PTR-00000819,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000445,PTR-00000820,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000446,PTR-00000821,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000447,PTR-00000822,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000448,PTR-00000823,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000449,PTR-00000824,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000450,PTR-00000825,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000451,PTR-00000826,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000452,PTR-00000828,2025-05-15,WARN,"Zeichensatzfehler im Namen, manuelle Korrektur erforderlich"
HP-2025-Q2,PARTNER,HAPO,20000453,PTR-00000833,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000454,PTR-00000834,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000455,PTR-00000835,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000456,PTR-00000836,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000457,PTR-00000838,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000458,PTR-00000839,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000459,PTR-00000842,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000460,PTR-00000847,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000461,PTR-00000848,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000462,PTR-00000849,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000463,PTR-00000850,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000464,PTR-00000851,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000465,PTR-00000852,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000466,PTR-00000853,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000467,PTR-00000854,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000468,PTR-00000856,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000469,PTR-00000859,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000470,PTR-00000860,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000471,PTR-00000865,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000472,PTR-00000866,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000473,PTR-00000867,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000474,PTR-00000868,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000475,PTR-00000869,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000476,PTR-00000870,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000477,PTR-00000871,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000478,PTR-00000872,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
HP-2025-Q2,PARTNER,HAPO,20000479,PTR-00000873,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000480,PTR-00000874,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000481,PTR-00000875,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000482,PTR-00000876,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000483,PTR-00000879,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000484,PTR-00000880,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000485,PTR-00000881,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000486,PTR-00000882,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000487,PTR-00000883,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000488,PTR-00000884,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000489,PTR-00000885,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000490,PTR-00000888,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000491,PTR-00000889,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000492,PTR-00000890,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000493,PTR-00000891,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000494,PTR-00000892,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000495,PTR-00000893,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000496,PTR-00000894,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000497,PTR-00000895,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000498,PTR-00000896,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000499,PTR-00000897,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000500,PTR-00000898,2025-05-15,OK,Partner uebernommen
HP-2025-Q2,PARTNER,HAPO,20000501,PTR-00000905,2025-05-15,WARN,"Geburtsdatum Platzhalter, Dummy 1900-01-01 gesetzt"
