curated_id,quellsystem,quell_id,match_methode,match_score,gueltig_von,gueltig_bis,bemerkung
VTR-00003126,VERA,L-0000127,MIGRATIONSLOG,1.0,2013-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003127,VERA,L-0000128,MIGRATIONSLOG,1.0,2007-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003131,VERA,L-0000129,MIGRATIONSLOG,1.0,2014-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003132,VERA,L-0000130,MIGRATIONSLOG,1.0,2003-05-01,2025-11-15,
VTR-00003133,VERA,L-0000131,MIGRATIONSLOG,1.0,2015-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003135,VERA,L-0000132,MIGRATIONSLOG,1.0,2015-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003137,VERA,L-0000133,MIGRATIONSLOG,1.0,2024-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003139,VERA,L-0000134,MIGRATIONSLOG,1.0,2024-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003140,VERA,L-0000135,MIGRATIONSLOG,1.0,2019-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003142,VERA,L-0000136,MIGRATIONSLOG,1.0,2016-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003143,VERA,L-0000137,MIGRATIONSLOG,1.0,2015-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003145,VERA,L-0000138,MIGRATIONSLOG,1.0,2017-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003147,VERA,L-0000139,MIGRATIONSLOG,1.0,1999-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003153,VERA,L-0000140,MIGRATIONSLOG,1.0,1999-08-01,2025-11-15,
VTR-00003154,VERA,L-0000141,MIGRATIONSLOG,1.0,2018-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003155,VERA,L-0000142,MIGRATIONSLOG,1.0,1999-10-01,2025-11-15,
VTR-00003156,VERA,L-0000143,MIGRATIONSLOG,1.0,2011-11-01,2025-11-15,
VTR-00003157,VERA,L-0000144,MIGRATIONSLOG,1.0,2013-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003158,VERA,L-0000145,MIGRATIONSLOG,1.0,2017-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003159,VERA,L-0000146,MIGRATIONSLOG,1.0,2016-03-01,2025-11-15,
VTR-00003161,VERA,L-0000147,MIGRATIONSLOG,1.0,2011-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003162,VERA,L-0000148,MIGRATIONSLOG,1.0,1996-04-01,2025-11-15,
VTR-00003163,VERA,L-0000149,MIGRATIONSLOG,1.0,2017-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003164,VERA,L-0000150,MIGRATIONSLOG,1.0,2022-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003168,VERA,L-0000151,MIGRATIONSLOG,1.0,2023-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003170,VERA,L-0000152,MIGRATIONSLOG,1.0,2017-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003171,VERA,L-0000153,MIGRATIONSLOG,1.0,1999-07-01,2025-11-15,
VTR-00003172,VERA,L-0000154,MIGRATIONSLOG,1.0,2016-12-01,2025-11-15,
VTR-00003173,VERA,L-0000155,MIGRATIONSLOG,1.0,2024-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003174,VERA,L-0000156,MIGRATIONSLOG,1.0,2009-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003175,VERA,L-0000157,MIGRATIONSLOG,1.0,2013-09-01,2025-11-15,
VTR-00003176,VERA,L-0000158,MIGRATIONSLOG,1.0,2006-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003177,VERA,L-0000159,MIGRATIONSLOG,1.0,2010-11-01,2025-11-15,
VTR-00003178,VERA,L-0000160,MIGRATIONSLOG,1.0,2015-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003179,VERA,L-0000161,MIGRATIONSLOG,1.0,2006-12-01,2025-11-15,
VTR-00003180,VERA,L-0000162,MIGRATIONSLOG,1.0,2016-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003181,VERA,L-0000163,MIGRATIONSLOG,1.0,1999-05-01,2025-11-15,
VTR-00003182,VERA,L-0000164,MIGRATIONSLOG,1.0,2005-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003183,VERA,L-0000165,MIGRATIONSLOG,1.0,2016-10-01,2025-11-15,
VTR-00003184,VERA,L-0000166,MIGRATIONSLOG,1.0,2024-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003185,VERA,L-0000167,MIGRATIONSLOG,1.0,2005-06-01,2025-11-15,
VTR-00003186,VERA,L-0000168,MIGRATIONSLOG,1.0,2013-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003187,VERA,L-0000169,MIGRATIONSLOG,1.0,2020-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003189,VERA,L-0000170,MIGRATIONSLOG,1.0,2018-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003190,VERA,L-0000171,MIGRATIONSLOG,1.0,2006-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003192,VERA,L-0000172,MIGRATIONSLOG,1.0,2018-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003193,VERA,L-0000173,MIGRATIONSLOG,1.0,2024-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003194,VERA,L-0000174,MIGRATIONSLOG,1.0,2024-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003195,VERA,L-0000175,MIGRATIONSLOG,1.0,2002-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003196,VERA,L-0000176,MIGRATIONSLOG,1.0,2009-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003197,VERA,L-0000177,MIGRATIONSLOG,1.0,2010-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003199,VERA,L-0000178,MIGRATIONSLOG,1.0,2011-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003200,VERA,L-0000179,MIGRATIONSLOG,1.0,2016-04-01,2025-11-15,
VTR-00003201,VERA,L-0000180,MIGRATIONSLOG,1.0,2016-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003202,VERA,L-0000181,MIGRATIONSLOG,1.0,2011-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003204,VERA,L-0000182,MIGRATIONSLOG,1.0,2008-12-01,2025-11-15,
VTR-00003205,VERA,L-0000183,MIGRATIONSLOG,1.0,2017-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003206,VERA,L-0000184,MIGRATIONSLOG,1.0,2018-09-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003207,VERA,L-0000185,MIGRATIONSLOG,1.0,2013-09-01,2025-11-15,
VTR-00003208,VERA,L-0000186,MIGRATIONSLOG,1.0,2010-11-01,2025-11-15,
VTR-00003210,VERA,L-0000187,MIGRATIONSLOG,1.0,2016-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003211,VERA,L-0000188,MIGRATIONSLOG,1.0,2014-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003212,VERA,L-0000189,MIGRATIONSLOG,1.0,2015-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003214,VERA,L-0000190,MIGRATIONSLOG,1.0,1996-02-01,2025-11-15,
VTR-00003216,VERA,L-0000191,MIGRATIONSLOG,1.0,2023-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003217,VERA,L-0000192,MIGRATIONSLOG,1.0,2022-11-01,2025-11-15,
VTR-00003219,VERA,L-0000193,MIGRATIONSLOG,1.0,2005-10-01,2025-11-15,
VTR-00003220,VERA,L-0000194,MIGRATIONSLOG,1.0,2001-11-01,2025-11-15,
VTR-00003221,VERA,L-0000195,MIGRATIONSLOG,1.0,2000-12-01,2025-11-15,
VTR-00003224,VERA,L-0000196,MIGRATIONSLOG,1.0,2003-09-01,2025-11-15,
VTR-00003226,VERA,L-0000197,MIGRATIONSLOG,1.0,1988-11-01,2025-11-15,
VTR-00003227,VERA,L-0000198,MIGRATIONSLOG,1.0,2005-10-01,2025-11-15,
VTR-00003228,VERA,L-0000199,MIGRATIONSLOG,1.0,2010-10-01,2025-11-15,
VTR-00003230,VERA,L-0000200,MIGRATIONSLOG,1.0,1992-10-01,2025-11-15,
VTR-00003231,VERA,L-0000201,MIGRATIONSLOG,1.0,2017-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003232,VERA,L-0000202,MIGRATIONSLOG,1.0,2013-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003234,VERA,L-0000203,MIGRATIONSLOG,1.0,2017-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003235,VERA,L-0000204,MIGRATIONSLOG,1.0,2011-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003236,VERA,L-0000205,MIGRATIONSLOG,1.0,2009-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003237,VERA,L-0000206,MIGRATIONSLOG,1.0,2016-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003238,VERA,L-0000207,MIGRATIONSLOG,1.0,2023-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003240,VERA,L-0000208,MIGRATIONSLOG,1.0,2013-11-01,2025-11-15,
VTR-00003241,VERA,L-0000209,MIGRATIONSLOG,1.0,2008-02-01,2025-11-15,
VTR-00003242,VERA,L-0000210,MIGRATIONSLOG,1.0,2012-09-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003244,VERA,L-0000211,MIGRATIONSLOG,1.0,2018-02-01,2025-11-15,
VTR-00003245,VERA,L-0000212,MIGRATIONSLOG,1.0,2001-06-01,2025-11-15,
VTR-00003246,VERA,L-0000213,MIGRATIONSLOG,1.0,2011-05-01,2025-11-15,
VTR-00003247,VERA,L-0000214,MIGRATIONSLOG,1.0,2022-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003248,VERA,L-0000215,MIGRATIONSLOG,1.0,2006-05-01,2025-11-15,
VTR-00003249,VERA,L-0000216,MIGRATIONSLOG,1.0,2011-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003250,VERA,L-0000217,MIGRATIONSLOG,1.0,2010-04-01,2025-11-15,
VTR-00003251,VERA,L-0000218,MIGRATIONSLOG,1.0,2006-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003254,VERA,L-0000219,MIGRATIONSLOG,1.0,2020-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003255,VERA,L-0000220,MIGRATIONSLOG,1.0,2023-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003256,VERA,L-0000221,MIGRATIONSLOG,1.0,2006-06-01,2025-11-15,
VTR-00003257,VERA,L-0000222,MIGRATIONSLOG,1.0,2001-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003258,VERA,L-0000223,MIGRATIONSLOG,1.0,2022-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003259,VERA,L-0000224,MIGRATIONSLOG,1.0,2020-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003260,VERA,L-0000225,MIGRATIONSLOG,1.0,1996-04-01,2025-11-15,
VTR-00003261,VERA,L-0000226,MIGRATIONSLOG,1.0,2023-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003262,VERA,L-0000227,MIGRATIONSLOG,1.0,2022-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003263,VERA,L-0000228,MIGRATIONSLOG,1.0,2011-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003264,VERA,L-0000229,MIGRATIONSLOG,1.0,2007-06-01,2025-11-15,
VTR-00003265,VERA,L-0000230,MIGRATIONSLOG,1.0,2012-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003269,VERA,L-0000231,MIGRATIONSLOG,1.0,2012-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003270,VERA,L-0000232,MIGRATIONSLOG,1.0,2023-06-01,2025-11-15,
VTR-00003271,VERA,L-0000233,MIGRATIONSLOG,1.0,2015-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003272,VERA,L-0000234,MIGRATIONSLOG,1.0,1999-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003273,VERA,L-0000235,MIGRATIONSLOG,1.0,2013-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003274,VERA,L-0000236,MIGRATIONSLOG,1.0,1995-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003276,VERA,L-0000237,MIGRATIONSLOG,1.0,2013-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003277,VERA,L-0000238,MIGRATIONSLOG,1.0,2012-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003278,VERA,L-0000239,MIGRATIONSLOG,1.0,2017-02-01,2025-11-15,
VTR-00003279,VERA,L-0000240,MIGRATIONSLOG,1.0,2024-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003280,VERA,L-0000241,MIGRATIONSLOG,1.0,2012-10-01,2025-11-15,
VTR-00003281,VERA,L-0000242,MIGRATIONSLOG,1.0,2005-06-01,2025-11-15,
VTR-00003284,VERA,L-0000243,MIGRATIONSLOG,1.0,2023-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003286,VERA,L-0000244,MIGRATIONSLOG,1.0,2005-09-01,2025-11-15,
VTR-00003287,VERA,L-0000245,MIGRATIONSLOG,1.0,2010-01-01,2025-11-15,
VTR-00003288,VERA,L-0000246,MIGRATIONSLOG,1.0,2016-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003289,VERA,L-0000247,MIGRATIONSLOG,1.0,2016-09-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003290,VERA,L-0000248,MIGRATIONSLOG,1.0,2022-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003291,VERA,L-0000249,MIGRATIONSLOG,1.0,2007-10-01,2025-11-15,
VTR-00003292,VERA,L-0000250,MIGRATIONSLOG,1.0,2008-10-01,2025-11-15,
VTR-00003294,VERA,L-0000251,MIGRATIONSLOG,1.0,2015-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003295,VERA,L-0000252,MIGRATIONSLOG,1.0,2006-06-01,2025-11-15,
VTR-00003296,VERA,L-0000253,MIGRATIONSLOG,1.0,2016-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003300,VERA,L-0000254,MIGRATIONSLOG,1.0,2016-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003301,VERA,L-0000255,MIGRATIONSLOG,1.0,2008-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003303,VERA,L-0000256,MIGRATIONSLOG,1.0,2001-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003304,VERA,L-0000257,MIGRATIONSLOG,1.0,2019-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003305,VERA,L-0000258,MIGRATIONSLOG,1.0,2019-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003307,VERA,L-0000259,MIGRATIONSLOG,1.0,1996-01-01,2025-11-15,
VTR-00003308,VERA,L-0000260,MIGRATIONSLOG,1.0,2010-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003309,VERA,L-0000261,MIGRATIONSLOG,1.0,2015-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003310,VERA,L-0000262,MIGRATIONSLOG,1.0,2012-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003311,VERA,L-0000263,MIGRATIONSLOG,1.0,2024-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003312,VERA,L-0000264,MIGRATIONSLOG,1.0,2013-12-01,2025-11-15,
VTR-00003313,VERA,L-0000265,MIGRATIONSLOG,1.0,2007-09-01,2025-11-15,
VTR-00003314,VERA,L-0000266,MIGRATIONSLOG,1.0,2004-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003316,VERA,L-0000267,MIGRATIONSLOG,1.0,1988-11-01,2025-11-15,
VTR-00003317,VERA,L-0000268,MIGRATIONSLOG,1.0,2013-10-01,2025-11-15,
VTR-00003318,VERA,L-0000269,MIGRATIONSLOG,1.0,2022-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003319,VERA,L-0000270,MIGRATIONSLOG,1.0,2010-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003320,VERA,L-0000271,MIGRATIONSLOG,1.0,2005-10-01,2025-11-15,
VTR-00003322,VERA,L-0000272,MIGRATIONSLOG,1.0,1996-01-01,2025-11-15,
VTR-00003323,VERA,L-0000273,MIGRATIONSLOG,1.0,2008-08-01,2025-11-15,
VTR-00003326,VERA,L-0000274,MIGRATIONSLOG,1.0,2021-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003327,VERA,L-0000275,MIGRATIONSLOG,1.0,2020-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003328,VERA,L-0000276,MIGRATIONSLOG,1.0,2018-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003329,VERA,L-0000277,MIGRATIONSLOG,1.0,2005-11-01,2025-11-15,
VTR-00003330,VERA,L-0000278,MIGRATIONSLOG,1.0,2006-06-01,2025-11-15,
VTR-00003333,VERA,L-0000279,MIGRATIONSLOG,1.0,2002-02-01,2025-11-15,
VTR-00003335,VERA,L-0000280,MIGRATIONSLOG,1.0,2006-10-01,2025-11-15,
VTR-00003336,VERA,L-0000281,MIGRATIONSLOG,1.0,2019-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003340,VERA,L-0000282,MIGRATIONSLOG,1.0,2023-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003341,VERA,L-0000283,MIGRATIONSLOG,1.0,2005-01-01,2025-11-15,
VTR-00003342,VERA,L-0000284,MIGRATIONSLOG,1.0,2002-04-01,2025-11-15,
VTR-00003343,VERA,L-0000285,MIGRATIONSLOG,1.0,2016-04-01,2025-11-15,
VTR-00003345,VERA,L-0000286,MIGRATIONSLOG,1.0,2011-07-01,2025-11-15,
VTR-00003346,VERA,L-0000287,MIGRATIONSLOG,1.0,2013-09-01,2025-11-15,
VTR-00003349,VERA,L-0000288,MIGRATIONSLOG,1.0,2014-10-01,2025-11-15,
VTR-00003350,VERA,L-0000289,MIGRATIONSLOG,1.0,2001-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003351,VERA,L-0000290,MIGRATIONSLOG,1.0,2006-03-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003357,VERA,L-0000291,MIGRATIONSLOG,1.0,2005-05-01,2025-11-15,
VTR-00003358,VERA,L-0000292,MIGRATIONSLOG,1.0,2021-01-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003359,VERA,L-0000293,MIGRATIONSLOG,1.0,2023-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003361,VERA,L-0000294,MIGRATIONSLOG,1.0,2024-02-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003363,VERA,L-0000295,MIGRATIONSLOG,1.0,2013-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003364,VERA,L-0000296,MIGRATIONSLOG,1.0,2013-09-01,2025-11-15,
VTR-00003367,VERA,L-0000297,MIGRATIONSLOG,1.0,2017-03-01,2025-11-15,
VTR-00003368,VERA,L-0000298,MIGRATIONSLOG,1.0,2006-04-01,2025-11-15,
VTR-00003369,VERA,L-0000299,MIGRATIONSLOG,1.0,2002-12-01,2025-11-15,
VTR-00003370,VERA,L-0000300,MIGRATIONSLOG,1.0,2007-04-01,2025-11-15,
VTR-00003371,VERA,L-0000301,MIGRATIONSLOG,1.0,2021-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003372,VERA,L-0000302,MIGRATIONSLOG,1.0,2012-11-01,2025-11-15,
VTR-00003373,VERA,L-0000303,MIGRATIONSLOG,1.0,2009-12-01,2025-11-15,
VTR-00003374,VERA,L-0000304,MIGRATIONSLOG,1.0,2011-02-01,2025-11-15,
VTR-00003375,VERA,L-0000305,MIGRATIONSLOG,1.0,2019-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003376,VERA,L-0000306,MIGRATIONSLOG,1.0,2002-06-01,2025-11-15,
VTR-00003378,VERA,L-0000307,MIGRATIONSLOG,1.0,2006-06-01,2025-11-15,
VTR-00003380,VERA,L-0000308,MIGRATIONSLOG,1.0,2009-11-01,2025-11-15,
VTR-00003381,VERA,L-0000309,MIGRATIONSLOG,1.0,2009-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003383,VERA,L-0000310,MIGRATIONSLOG,1.0,2006-08-01,2025-11-15,
VTR-00003384,VERA,L-0000311,MIGRATIONSLOG,1.0,2014-07-01,2025-11-15,
VTR-00003387,VERA,L-0000312,MIGRATIONSLOG,1.0,2017-03-01,2025-11-15,
VTR-00003389,VERA,L-0000313,MIGRATIONSLOG,1.0,2016-06-01,2025-11-15,
VTR-00003390,VERA,L-0000314,MIGRATIONSLOG,1.0,2015-08-01,2025-11-15,
VTR-00003391,VERA,L-0000315,MIGRATIONSLOG,1.0,2014-09-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003392,VERA,L-0000316,MIGRATIONSLOG,1.0,2004-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003394,VERA,L-0000317,MIGRATIONSLOG,1.0,2018-10-01,2025-11-15,
VTR-00003395,VERA,L-0000318,MIGRATIONSLOG,1.0,2022-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003396,VERA,L-0000319,MIGRATIONSLOG,1.0,2024-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003398,VERA,L-0000320,MIGRATIONSLOG,1.0,2008-09-01,2025-11-15,
VTR-00003399,VERA,L-0000321,MIGRATIONSLOG,1.0,2017-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003400,VERA,L-0000322,MIGRATIONSLOG,1.0,2016-03-01,2025-11-15,
VTR-00003401,VERA,L-0000323,MIGRATIONSLOG,1.0,2005-05-01,2025-11-15,
VTR-00003402,VERA,L-0000324,MIGRATIONSLOG,1.0,2013-02-01,2025-11-15,
VTR-00003403,VERA,L-0000325,MIGRATIONSLOG,1.0,2023-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003404,VERA,L-0000326,MIGRATIONSLOG,1.0,2014-06-01,2025-11-15,
VTR-00003405,VERA,L-0000327,MIGRATIONSLOG,1.0,2005-06-01,2025-11-15,
VTR-00003406,VERA,L-0000328,MIGRATIONSLOG,1.0,2012-09-01,2025-11-15,
VTR-00003407,VERA,L-0000329,MIGRATIONSLOG,1.0,2016-12-01,2025-11-15,
VTR-00003408,VERA,L-0000330,MIGRATIONSLOG,1.0,2016-03-01,2025-11-15,
VTR-00003409,VERA,L-0000331,MIGRATIONSLOG,1.0,2018-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003410,VERA,L-0000332,MIGRATIONSLOG,1.0,2024-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003411,VERA,L-0000333,MIGRATIONSLOG,1.0,2005-02-01,2025-11-15,
VTR-00003412,VERA,L-0000334,MIGRATIONSLOG,1.0,2003-02-01,2025-11-15,
VTR-00003413,VERA,L-0000335,MIGRATIONSLOG,1.0,2010-11-01,2025-11-15,
VTR-00003414,VERA,L-0000336,MIGRATIONSLOG,1.0,2006-05-01,2025-11-15,
VTR-00003415,VERA,L-0000337,MIGRATIONSLOG,1.0,2020-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003416,VERA,L-0000338,MIGRATIONSLOG,1.0,2019-10-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003418,VERA,L-0000339,MIGRATIONSLOG,1.0,2006-07-01,2025-11-15,
VTR-00003419,VERA,L-0000340,MIGRATIONSLOG,1.0,2023-01-01,2025-11-15,
VTR-00003420,VERA,L-0000341,MIGRATIONSLOG,1.0,2014-01-01,2025-11-15,
VTR-00003421,VERA,L-0000342,MIGRATIONSLOG,1.0,2018-01-01,2025-11-15,
VTR-00003422,VERA,L-0000343,MIGRATIONSLOG,1.0,2017-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003423,VERA,L-0000344,MIGRATIONSLOG,1.0,2007-11-01,2025-11-15,
VTR-00003424,VERA,L-0000345,MIGRATIONSLOG,1.0,2024-04-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003425,VERA,L-0000346,MIGRATIONSLOG,1.0,2004-05-01,2025-11-15,
VTR-00003426,VERA,L-0000347,MIGRATIONSLOG,1.0,2007-06-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003429,VERA,L-0000348,MIGRATIONSLOG,1.0,2022-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003430,VERA,L-0000349,MIGRATIONSLOG,1.0,2014-08-01,2025-11-15,
VTR-00003431,VERA,L-0000350,MIGRATIONSLOG,1.0,2011-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003432,VERA,L-0000351,MIGRATIONSLOG,1.0,2014-02-01,2025-11-15,
VTR-00003433,VERA,L-0000352,MIGRATIONSLOG,1.0,2015-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003434,VERA,L-0000353,MIGRATIONSLOG,1.0,2017-12-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003437,VERA,L-0000354,MIGRATIONSLOG,1.0,2020-07-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003439,VERA,L-0000355,MIGRATIONSLOG,1.0,2012-08-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003441,VERA,L-0000356,MIGRATIONSLOG,1.0,2005-07-01,2025-11-15,
VTR-00003442,VERA,L-0000357,MIGRATIONSLOG,1.0,2021-05-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003443,VERA,L-0000358,MIGRATIONSLOG,1.0,2004-05-01,2025-11-15,
VTR-00003444,VERA,L-0000359,MIGRATIONSLOG,1.0,2003-12-01,2025-11-15,
VTR-00003445,VERA,L-0000360,MIGRATIONSLOG,1.0,2012-02-01,2025-11-15,
VTR-00003446,VERA,L-0000361,MIGRATIONSLOG,1.0,2013-12-01,2025-11-15,
VTR-00003447,VERA,L-0000362,MIGRATIONSLOG,1.0,2022-11-01,2025-11-15,Migrationsstorno ZZ im Altsystem
VTR-00003449,VERA,L-0000363,MIGRATIONSLOG,1.0,2014-04-01,2025-11-15,
VTR-00003450,VERA,L-0000364,MIGRATIONSLOG,1.0,2005-02-01,2025-11-15,
